Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Road Cycling,2022-07-10 08:07:00,false,"Bogota, D.C. - Resistencia con montaña","73.35","1,336","02:58:23","167","191","5.0","0","0","24.7","66.0","898","883","0.00","0.0","0.0","0","81","107","125","173.3","150","117","233","0.0","0.0","13893","0","0","0","0:00","17.0","0:00","No","00:04.33.3","12","0.0","36","20","47","02:57:51","03:14:07","2,360","2,865"
Road Cycling,2022-07-09 08:09:23,false,"Bogota, D.C. - Resistencia con montaña Z4,5","58.75","964","02:21:40","160","191","5.0","0","0","24.9","63.5","464","464","0.00","0.0","0.0","0","83","107","114","113.6","149","105","208","0.0","0.0","11152","0","0","0","0:00","14.0","0:00","No","00:58.71","10","0.0","33","19","44","02:20:10","02:33:28","2,566","2,869"
Road Cycling,2022-07-08 06:08:03,false,"Bogota, D.C. - Intervalos Z4-Z2 (carretera)","49.03","660","01:44:22","160","185","4.0","0","0","28.2","53.1","159","154","0.00","0.0","0.0","0","84","115","109","76.6","118","101","238","0.0","0.0","8207","0","0","0","0:00","12.0","0:00","No","01:00.00","45","0.0","34","18","43","01:43:40","01:46:30","2,547","2,677"
Indoor Cycling,2022-07-07 19:34:32,false,"Resistencia Variado (Simulador)","0.00","213","00:29:35","153","184","2.9","0","0","--","--","--","--","0.00","0.0","0.0","0","82","96","113","23.2","115","105","172","0.0","0.0","2449","0","0","0","0:00","23.0","0:00","No","04:35.17.9","4","0.0","35","22","42","00:00:00","00:30:28","--","--"
Road Cycling,2022-07-01 15:37:04,false,"Rionegro - Fuerza 2 x10'","44.74","778","02:01:01","145","180","3.7","0","0","22.2","67.1","628","623","0.00","0.0","0.0","0","78","119","111","92.8","123","101","269","0.0","0.0","8952","0","0","0","0:00","20.0","0:00","No","00:16.84.1","12","0.0","32","20","44","02:00:18","02:01:01","2,123","2,374"
Road Cycling,2022-06-29 16:43:18,false,"Rionegro - Resistencia en llano","46.73","641","01:46:44","141","162","2.9","0","0","26.3","51.0","302","303","0.00","0.0","0.0","0","88","111","92","55.2","98","90","280","0.0","0.0","8915","0","0","0","0:00","18.0","0:00","No","04:23.34.3","7","0.0","31","19","40","01:45:07","01:47:30","2,103","2,172"
Road Cycling,2022-06-28 11:15:36,false,"Rionegro - Ramps Up","45.37","834","02:02:52","155","191","4.0","0","0","22.2","63.6","749","720","0.00","0.0","0.0","0","80","109","123","114.8","145","108","261","0.0","0.0","9453","0","0","0","0:00","20.0","0:00","No","01:00.00","20","0.0","34","22","44","02:02:47","02:02:52","2,102","2,542"
Road Cycling,2022-06-24 15:54:59,false,"Rionegro - Resistencia con montaña Z5","38.22","606","01:45:12","142","194","3.6","0","0","21.8","59.0","485","481","0.00","0.0","0.0","0","79","108","112","81.9","138","93","270","0.0","0.0","7763","0","0","0","0:00","19.0","0:00","No","01:10.75.4","6","0.0","30","20","46","01:45:03","01:45:12","2,108","2,370"
Road Cycling,2022-06-23 16:04:57,false,"Rionegro - Tempo 2 x 20'","52.23","791","01:54:34","141","169","3.5","0","0","27.4","52.9","389","393","0.00","0.0","0.0","0","88","114","110","84.8","129","105","310","0.0","0.0","9717","0","0","0","0:00","19.0","0:00","No","02:58.27.2","10","0.0","34","18","45","01:54:00","01:54:34","2,106","2,192"
Road Cycling,2022-06-22 15:30:52,false,"Rionegro - Resistencia con montaña Z4,5","48.20","900","02:12:11","149","182","4.2","0","0","21.9","63.9","800","810","0.00","0.0","0.0","0","79","108","121","120.2","154","112","271","0.0","0.0","9488","0","0","0","0:00","18.0","0:00","No","05:00.00","8","0.0","33","20","44","02:12:06","02:12:11","2,075","2,501"
Road Cycling,2022-06-21 16:05:03,false,"Rionegro - Fuerza Z4 3 x8'","41.75","720","01:50:45","137","175","3.3","0","0","22.6","59.3","524","523","0.00","0.0","0.0","0","76","107","113","87.6","112","102","283","0.0","0.0","7937","0","0","0","0:00","18.0","0:00","No","00:17.90.2","14","0.0","30","15","43","01:49:53","01:52:36","2,109","2,287"
Road Cycling,2022-06-19 06:06:26,false,"Rionegro Road Cycling","85.70","1,804","04:23:33","158","191","5.0","0","0","19.5","52.9","1,726","1,331","0.00","0.0","0.0","0","73","106","125","253.9","171","117","411","0.0","0.0","16724","0","0","0","0:00","12.0","0:00","No","17:12.56.2","11","0.0","33","19","45","04:21:51","04:39:05","2,110","2,586"
Road Cycling,2022-06-18 07:52:57,false,"Rionegro - Resistencia con montaña","57.35","973","02:30:55","145","193","4.7","0","0","22.8","54.7","710","705","0.00","0.0","0.0","0","78","108","124","143.3","170","107","370","0.0","0.0","10562","0","0","0","0:00","16.0","0:00","No","03:10.82.6","10","0.0","32","16","45","02:29:03","04:08:26","2,118","2,545"
Road Cycling,2022-06-16 05:59:08,false,"Rionegro - Resistencia en llano","47.11","683","01:51:27","145","164","3.2","0","0","25.4","50.4","314","316","0.00","0.0","0.0","0","84","106","95","62.1","101","93","244","0.0","0.0","8883","0","0","0","0:00","13.0","0:00","No","02:16.96.4","8","0.0","35","21","42","01:49:30","01:51:27","2,121","2,185"
Road Cycling,2022-06-15 06:07:21,false,"Rionegro - Hiit","51.43","850","02:19:30","149","179","3.7","0","0","22.1","55.2","581","580","0.00","0.0","0.0","0","78","109","108","99.6","117","98","240","0.0","0.0","10122","0","0","0","0:00","14.0","0:00","No","00:06.80.1","57","0.0","34","19","43","02:18:36","02:19:30","2,088","2,227"
Road Cycling,2022-06-14 06:02:58,false,"Rionegro - Intervalos 2S 4x3'","62.10","882","02:24:48","150","186","3.9","0","0","25.7","50.3","398","412","0.00","0.0","0.0","0","81","111","113","113.8","117","92","258","0.0","0.0","11214","0","0","0","0:00","14.0","0:00","No","03:00.00","21","0.0","33","19","50","02:23:59","02:24:48","2,098","2,171"
Road Cycling,2022-06-12 07:02:57,false,"Rionegro - Resistencia con montaña","73.78","1,387","03:16:04","161","195","5.0","0","0","22.6","58.6","1,198","1,183","0.00","0.0","0.0","0","78","106","126","191.5","159","114","295","0.0","0.0","14116","0","0","0","0:00","15.0","0:00","No","02:28.59.1","11","0.0","35","19","45","03:15:22","04:21:23","1,600","2,258"
Road Cycling,2022-06-10 06:06:48,false,"Rionegro - Fuerza Z4","50.19","893","02:18:43","151","182","4.3","0","0","21.7","56.0","613","609","0.00","0.0","0.0","0","77","106","111","105.5","131","104","256","0.0","0.0","9703","0","0","0","0:00","13.0","0:00","No","00:58.54.3","12","0.0","34","13","47","02:17:42","02:18:43","2,110","2,454"
Road Cycling,2022-06-08 06:01:31,false,"Rionegro - Resistencia en llano","51.11","766","02:00:30","145","170","3.4","0","0","25.4","49.1","354","361","0.00","0.0","0.0","0","87","113","98","71.2","103","95","286","0.0","0.0","10066","0","0","0","0:00","11.0","0:00","No","00:30.37.8","8","0.0","34","20","42","01:58:59","02:01:35","2,100","2,171"
Road Cycling,2022-06-06 06:11:13,false,"Rionegro - Ramps Up","40.36","703","02:00:08","148","187","3.7","0","0","20.2","50.6","548","562","0.00","0.0","0.0","0","77","107","110","89.3","114","99","257","0.0","0.0","8226","0","0","0","0:00","13.0","0:00","No","00:30.00","24","0.0","33","20","45","01:57:42","02:00:08","2,122","2,243"
Road Cycling,2022-06-05 07:44:45,false,"Rionegro - Resistencia con montaña Z4,5","63.65","1,177","03:11:16","156","186","5.0","0","0","20.0","62.7","1,034","1,014","0.00","0.0","0.0","0","78","109","112","147.2","142","105","281","0.0","0.0","13087","0","0","0","0:00","16.0","0:00","No","00:17.60","10","0.0","33","20","44","03:03:33","03:48:54","2,106","2,594"
Road Cycling,2022-06-03 06:13:44,false,"Rionegro - Resistencia en llano","47.53","663","01:50:45","141","169","3.2","0","0","25.7","50.6","288","297","0.00","0.0","0.0","0","84","105","91","56.0","90","89","267","0.0","0.0","9025","0","0","0","0:00","14.0","0:00","No","00:45.23.7","7","0.0","33","19","39","01:50:26","01:50:45","2,112","2,183"
Road Cycling,2022-05-31 06:35:52,false,"Rionegro - Tempo 2 x 18'","53.06","744","02:02:39","149","178","3.7","0","0","26.0","63.0","365","377","0.00","0.0","0.0","0","85","110","100","75.6","117","96","269","0.0","0.0","9598","0","0","0","0:00","16.0","0:00","No","01:38.97","12","0.0","33","17","43","02:00:26","02:02:39","2,110","2,263"
Road Cycling,2022-05-30 08:21:37,false,"Rionegro - Recuperación activa carretera","43.41","642","01:51:54","138","176","2.9","0","0","23.3","59.5","327","334","0.00","0.0","0.0","0","87","114","89","55.0","97","84","316","0.0","0.0","9389","0","0","0","0:00","19.0","0:00","No","09:15.83.8","6","0.0","30","20","38","01:51:33","02:34:30","2,108","2,191"
Road Cycling,2022-05-29 07:36:19,false,"Rionegro Road Cycling","69.27","1,306","03:31:26","148","193","4.9","0","0","19.7","54.2","1,005","1,031","0.00","0.0","0.0","0","78","112","123","196.2","162","107","331","0.0","0.0","13860","0","0","0","0:00","14.0","0:00","No","12:46.52.6","9","0.0","32","15","44","03:30:33","04:37:36","2,124","2,652"
Road Cycling,2022-05-27 15:45:40,false,"Rionegro - Recuperación activa carretera","52.66","728","02:05:41","129","163","3.1","0","0","25.1","65.7","396","392","0.00","0.0","0.0","0","88","111","89","61.2","92","86","255","0.0","0.0","10597","0","0","0","0:00","19.0","0:00","No","05:41.33.9","8","0.0","30","18","37","02:04:57","02:05:41","2,102","2,253"
Road Cycling,2022-05-26 06:12:53,false,"Rionegro - 12 SEGUNDOS NEUROMUSCULAR","47.61","631","01:50:16","130","164","3.1","0","0","25.9","52.0","312","328","0.00","0.0","0.0","0","89","121","92","69.6","99","86","418","0.0","0.0","9552","0","0","0","0:00","15.0","0:00","No","00:12.00","29","0.0","33","18","43","01:49:57","01:50:43","2,103","2,175"
Road Cycling,2022-05-25 06:16:43,false,"Rionegro - FUERZA RESISTENCIA CARRETERA","46.24","698","01:57:51","139","171","3.3","0","0","23.5","52.2","446","449","0.00","0.0","0.0","0","78","112","102","91.0","112","94","256","0.0","0.0","8507","0","0","0","0:00","15.0","0:00","No","00:09.91.8","24","0.0","31","17","44","01:55:22","02:03:57","2,120","2,194"
Road Cycling,2022-05-24 06:12:07,false,"Rionegro - Recuperación activa carretera","47.70","617","01:58:53","119","162","2.6","0","0","24.1","50.0","320","329","0.00","0.0","0.0","0","88","110","79","55.3","79","75","257","0.0","0.0","10195","0","0","0","0:00","13.0","0:00","No","16:29.81.8","6","0.0","30","18","39","01:58:06","01:58:53","2,162","2,349"
Road Cycling,2022-05-22 06:10:42,false,"Medellin Road Cycling","78.59","1,955","04:02:53","166","189","5.0","0","0","19.4","62.9","1,768","782","0.00","0.0","0.0","0","79","118","135","330.0","157","130","335","0.0","0.0","17660","0","0","0","0:00","16.0","0:00","No","15:53.36.4","10","0.0","37","13","48","04:01:43","04:14:26","1,481","2,477"
Road Cycling,2022-05-22 05:16:00,false,"Envigado Road Cycling","18.58","70","00:31:33","89","147","0.6","0","0","35.3","94.8","25","1,016","0.00","0.0","0.0","0","68","107","66","10.3","28","71","218","0.0","0.0","795","0","0","0","0:00","13.0","0:00","No","09:47.22.1","3","0.0","19","12","33","00:30:44","00:31:33","1,530","2,525"
Indoor Cycling,2022-05-20 07:07:36,false,"Recuperación activa","29.47","384","01:15:01","125","139","2.2","0","0","23.6","27.8","--","--","0.00","0.0","0.0","0","90","99","71","34.4","74","70","125","0.0","0.0","6803","0","0","0","0:00","18.0","0:00","No","00:00.94.4","11","0.0","28","15","33","01:15:01","01:15:01","--","--"
Indoor Cycling,2022-05-19 07:05:25,false,"12 SEGUNDOS NEUROMUSCULAR","30.76","396","01:12:01","138","163","2.5","0","0","25.6","48.4","--","--","0.00","0.0","0.0","0","95","125","84","45.7","87","78","237","0.0","0.0","6860","0","0","0","0:00","18.0","0:00","No","00:00.56.4","25","0.0","31","18","38","01:12:00","01:12:01","--","--"
Indoor Cycling,2022-05-18 06:32:23,false,"VO2 estimulacion","46.22","613","01:45:01","140","175","3.2","0","0","26.4","47.0","--","--","0.00","0.0","0.0","0","87","109","105","104.5","98","83","231","0.0","0.0","9222","0","0","0","0:00","19.0","0:00","No","00:00.65.8","31","0.0","30","21","43","01:45:01","01:45:12","--","--"
Indoor Cycling,2022-05-17 06:45:04,false,"Recuperación activa","28.37","381","01:15:01","123","136","2.2","0","0","22.7","26.6","--","--","0.00","0.0","0.0","0","88","100","71","34.1","75","69","141","0.0","0.0","6636","0","0","0","0:00","19.0","0:00","No","00:01.08.2","11","0.0","27","19","39","01:14:49","01:15:01","--","--"
Road Cycling,2022-05-15 09:43:57,false,"La Vega Road Cycling","57.02","1,718","03:23:29","171","185","5.0","0","0","16.8","66.5","1,638","325","0.00","0.0","0.0","0","73","109","134","273.8","144","131","343","0.0","0.0","14296","0","0","0","0:00","20.0","0:00","No","02:03.89.8","8","0.0","38","17","47","03:21:00","03:49:27","1,200","2,784"
Road Cycling,2022-05-15 06:10:58,false,"Bogota, D.C. Road Cycling","56.86","639","01:59:16","137","178","3.7","0","0","28.6","84.8","342","1,638","0.00","0.0","0.0","0","83","121","104","94.0","142","95","228","0.0","0.0","8081","0","0","0","0:00","13.0","0:00","No","02:11.73.3","8","0.0","30","14","43","01:58:09","02:41:04","1,276","2,843"
Road Cycling,2022-05-14 06:31:06,false,"Bogota, D.C. - Z2 - Z3 fondo 3 horas","58.55","1,012","02:17:49","155","176","4.7","0","0","25.5","65.4","442","449","0.00","0.0","0.0","0","83","121","118","141.1","137","114","220","0.0","0.0","10830","0","0","0","0:00","13.0","0:00","No","00:19.84.7","10","0.0","35","15","44","02:16:29","02:27:36","2,546","2,829"
Indoor Cycling,2022-05-13 06:37:38,false,"Recuperación activa","28.92","385","01:15:01","125","138","2.3","0","0","23.1","27.7","--","--","0.00","0.0","0.0","0","88","97","71","34.6","75","70","144","0.0","0.0","6633","0","0","0","0:00","19.0","0:00","No","00:01.35.5","11","0.0","28","18","33","01:14:52","01:15:01","--","--"
Indoor Cycling,2022-05-12 07:07:17,false,"Vo2 + umbral x3","47.06","641","01:36:02","153","183","3.8","0","0","29.4","47.3","--","--","0.00","0.0","0.0","0","88","100","114","113.1","108","96","173","0.0","0.0","8520","0","0","0","0:00","19.0","0:00","No","00:01.84.5","19","0.0","33","23","48","01:36:02","01:36:02","--","--"
Indoor Cycling,2022-05-11 06:53:18,false,"Recuperación activa","28.32","387","01:15:01","121","138","2.3","0","0","22.7","27.4","--","--","0.00","0.0","0.0","0","87","93","72","35.4","76","71","103","0.0","0.0","6553","0","0","0","0:00","18.0","0:00","No","00:00.72.8","11","0.0","27","17","35","01:14:59","01:15:01","--","--"
Indoor Cycling,2022-05-10 06:36:35,false,"Vo2 + umbral x3","46.10","646","01:36:02","152","180","3.8","0","0","28.8","44.9","--","--","0.00","0.0","0.0","0","90","103","114","112.8","109","97","189","0.0","0.0","8694","0","0","0","0:00","20.0","0:00","No","00:01.58.5","19","0.0","32","20","43","01:35:57","01:36:35","--","--"
Road Cycling,2022-05-08 08:09:11,false,"Sopó Road Cycling","145.07","2,563","06:13:09","157","186","5.0","0","0","23.3","71.0","1,638","1,860","0.00","0.0","0.0","0","81","122","117","385.1","144","112","413","0.0","0.0","27454","0","0","0","0:00","13.0","0:00","No","00:43.83.8","19","0.0","34","14","47","06:09:53","07:38:59","2,150","2,886"
Road Cycling,2022-05-08 06:39:07,false,"Bogota, D.C. Road Cycling","9.15","123","00:20:49","143","166","2.1","0","0","26.4","39.1","15","20","0.00","0.0","0.0","0","89","110","92","12.8","84","88","280","0.0","0.0","1771","0","0","0","0:00","13.0","0:00","No","02:12.87.3","2","0.0","31","24","37","00:20:49","00:20:49","2,538","2,567"
Indoor Cycling,2022-05-06 07:00:46,false,"Cambios de ritmo con cadencia y zonas","24.42","420","01:13:02","136","162","2.7","0","0","20.1","30.5","--","--","0.00","0.0","0.0","0","91","107","91","55.1","91","83","154","0.0","0.0","6663","0","0","0","0:00","19.0","0:00","No","00:01.53.9","29","0.0","31","19","40","01:12:59","01:13:02","--","--"
Indoor Cycling,2022-05-05 06:58:37,false,"Recuperación activa","22.49","392","01:15:01","118","132","2.3","0","0","18.0","20.9","--","--","0.00","0.0","0.0","0","87","96","73","36.0","76","71","152","0.0","0.0","6585","0","0","0","0:00","20.0","0:00","No","00:00.78.5","11","0.0","26","21","33","01:14:51","01:15:01","--","--"
Indoor Cycling,2022-05-04 06:50:22,false,"Ftp intermitente simulador","35.17","600","01:28:01","153","178","3.7","0","0","24.0","33.6","--","--","0.00","0.0","0.0","0","93","108","112","99.8","123","99","185","0.0","0.0","8245","0","0","0","0:00","19.0","0:00","No","00:00.72.1","20","0.0","34","18","45","01:27:57","01:28:01","--","--"
Indoor Cycling,2022-05-03 06:52:00,false,"Aerobico z2 y un poquito de z3","25.29","431","01:17:03","127","150","2.5","0","0","19.7","28.0","--","--","0.00","0.0","0.0","0","89","98","83","48.7","88","78","139","0.0","0.0","6880","0","0","0","0:00","20.0","0:00","No","00:02.68","14","0.0","29","14","36","01:16:55","01:21:10","--","--"
Road Cycling,2022-05-01 06:50:29,false,"Bogota, D.C. - Resistencia general z2-z3","70.59","1,307","02:55:56","159","180","5.0","0","0","24.1","68.9","779","784","0.00","0.0","0.0","0","81","114","121","192.6","137","116","301","0.0","0.0","13555","0","0","0","0:00","12.0","0:00","No","14:39.96.6","9","0.0","35","14","43","02:55:23","03:03:58","2,563","2,858"
Road Cycling,2022-04-30 06:25:22,false,"Bogota, D.C. - Resistencia general z2-z3","86.64","1,548","04:00:09","154","189","5.0","0","0","21.6","59.3","857","851","0.00","0.0","0.0","0","81","114","115","239.6","150","109","243","0.0","0.0","16919","0","0","0","0:00","12.0","0:00","No","00:08.65.6","12","0.0","34","17","47","03:57:50","05:31:03","2,567","2,944"
Indoor Cycling,2022-04-29 17:48:52,false,"Recuperación activa","28.14","392","01:15:02","126","140","2.2","0","0","22.5","31.7","--","--","0.00","0.0","0.0","0","86","102","73","36.3","77","72","120","0.0","0.0","6520","0","0","0","0:00","19.0","0:00","No","00:02.22.7","11","0.0","30","16","38","01:14:57","01:16:53","--","--"
Indoor Cycling,2022-04-28 06:36:43,false,"Ftp intermitente + incremental","42.19","728","01:53:48","152","182","3.7","0","0","22.2","35.1","--","--","0.00","0.0","0.0","0","92","112","108","120.1","127","92","179","0.0","0.0","10553","0","0","0","0:00","18.0","0:00","No","00:18.05.9","24","0.0","33","19","44","01:53:47","01:53:48","--","--"
Indoor Cycling,2022-04-27 06:34:12,false,"Recuperación activa","23.30","402","01:17:24","121","138","2.2","0","0","18.1","22.1","--","--","0.00","0.0","0.0","0","90","101","73","37.1","78","71","178","0.0","0.0","6991","0","0","0","0:00","19.0","0:00","No","00:03.60.8","13","0.0","26","18","34","01:17:20","01:17:24","--","--"
Indoor Cycling,2022-04-26 06:34:46,false,"Ftp intermitente + incremental","43.01","753","01:54:13","146","177","3.6","0","0","22.6","34.9","--","--","0.00","0.0","0.0","0","91","107","108","121.4","125","95","173","0.0","0.0","10445","0","0","0","0:00","19.0","0:00","No","01:30.00","24","0.0","32","19","44","01:54:03","01:57:10","--","--"
Road Cycling,2022-04-23 15:27:48,false,"San Luis Road Cycling","28.90","734","01:39:52","156","181","4.0","0","0","17.4","48.5","657","207","0.00","0.0","0.0","0","81","109","123","113.4","138","118","244","0.0","0.0","7404","0","0","0","0:00","22.0","0:00","No","19:44.12.1","4","0.0","33","17","42","01:39:16","01:39:52","598","1,182"
Road Cycling,2022-04-23 09:31:56,false,"Ibague - Recuperación activa carretera","33.45","504","01:42:40","142","190","3.3","0","0","19.5","60.3","332","788","0.00","0.0","0.0","0","73","115","109","90.4","103","100","331","0.0","0.0","5185","0","0","0","0:00","26.0","0:00","No","10:22.18.7","5","0.0","30","18","43","01:38:54","02:07:00","623","1,203"
Road Cycling,2022-04-22 06:04:31,false,"Ibague Road Cycling","43.26","920","02:11:06","162","194","5.0","0","0","19.8","58.6","814","817","0.00","0.0","0.0","0","82","112","136","182.4","144","132","396","0.0","0.0","8611","0","0","0","0:00","15.0","0:00","No","09:06.79.7","6","0.0","34","18","44","02:08:11","02:28:06","1,169","1,848"
Road Cycling,2022-04-20 06:37:23,false,"Cajicá - Reinicio No. 2 Simulador","26.71","445","01:36:33","132","182","3.1","0","0","16.6","42.9","335","127","0.00","0.0","0.0","0","73","109","96","66.3","119","86","232","0.0","0.0","5198","0","0","0","0:00","10.0","0:00","No","05:00.00","14","0.0","29","15","43","01:32:49","02:09:34","2,571","2,823"
Road Cycling,2022-04-17 08:00:02,false,"Rionegro - Aerobico z2 y un poquito de z3","53.08","767","02:10:25","124","162","3.0","0","0","24.4","59.1","390","386","0.00","0.0","0.0","0","83","113","93","84.2","104","85","306","0.0","0.0","10629","0","0","0","0:00","18.0","0:00","No","00:25.27.3","13","0.0","29","18","38","02:10:21","02:10:25","2,117","2,283"
Road Cycling,2022-04-16 07:18:20,false,"Rionegro Road Cycling","50.24","904","02:13:50","138","177","4.1","0","0","22.5","57.3","636","631","0.00","0.0","0.0","0","83","110","117","137.3","143","108","315","0.0","0.0","10262","0","0","0","0:00","16.0","0:00","No","04:31.14.3","7","0.0","30","15","40","02:13:34","02:41:12","2,029","2,448"
Road Cycling,2022-04-14 06:37:44,false,"Rionegro - aerobico 2","48.63","753","01:53:57","139","168","3.3","0","0","25.6","53.4","428","443","0.00","0.0","0.0","0","88","113","103","90.9","107","98","325","0.0","0.0","9813","0","0","0","0:00","16.0","0:00","No","02:00.00","15","0.0","32","17","41","01:53:37","02:00:11","2,092","2,156"
Road Cycling,2022-04-13 06:47:19,false,"Rionegro - RECUPERACION act 1","44.25","696","01:52:53","132","170","3.1","0","0","23.5","49.3","283","282","0.00","0.0","0.0","0","87","115","96","77.4","92","91","332","0.0","0.0","9554","0","0","0","0:00","16.0","0:00","No","11:04.25.2","6","0.0","30","17","39","01:52:36","01:53:17","2,097","2,136"
Road Cycling,2022-04-12 06:41:50,false,"Rionegro - Aerobico","52.94","768","01:57:45","138","167","3.2","0","0","27.0","50.4","320","334","0.00","0.0","0.0","0","88","115","101","89.7","102","96","303","0.0","0.0","10129","0","0","0","0:00","16.0","0:00","No","02:00.00","15","0.0","31","18","39","01:57:19","01:59:04","2,105","2,172"
Road Cycling,2022-04-10 11:08:52,false,"Rionegro Road Cycling","82.82","1,753","04:09:04","155","184","5.0","0","0","20.0","68.5","1,582","1,532","0.00","0.0","0.0","0","74","112","123","284.4","156","118","317","0.0","0.0","16450","0","0","0","0:00","18.0","0:00","No","07:19.95.9","11","0.0","33","20","44","04:08:15","04:30:26","2,025","2,632"
Road Cycling,2022-04-09 07:35:27,false,"Rionegro Road Cycling","64.06","1,129","02:50:37","153","184","4.4","0","0","22.5","60.0","880","875","0.00","0.0","0.0","0","83","116","118","176.4","149","107","384","0.0","0.0","12795","0","0","0","0:00","18.0","0:00","No","12:29.20.5","8","0.0","33","15","43","02:49:25","03:16:10","1,829","2,233"
Road Cycling,2022-04-07 06:20:56,false,"Rionegro - CAMBIO DE RITMO SUB UMBRAL","64.19","946","02:27:49","151","179","4.3","0","0","26.1","71.3","495","511","0.00","0.0","0.0","0","85","115","109","130.6","123","96","379","0.0","0.0","12068","0","0","0","0:00","14.0","0:00","No","00:02.86.5","16","0.0","33","15","43","02:26:03","02:28:42","2,093","2,252"
Road Cycling,2022-04-06 06:35:14,false,"Rionegro - Recuperación activa","30.63","477","01:24:55","134","165","2.7","0","0","21.6","56.6","267","272","0.00","0.0","0.0","0","84","108","92","53.4","85","84","431","0.0","0.0","6709","0","0","0","0:00","15.0","0:00","No","19:25.52.9","4","0.0","30","20","37","01:23:55","01:25:37","2,095","2,136"
Road Cycling,2022-04-05 15:10:53,false,"Rionegro - CAMBIO DE RITMO SUB UMBRAL","68.63","996","02:37:54","145","177","4.1","0","0","26.1","68.3","520","513","0.00","0.0","0.0","0","82","113","108","138.3","119","97","430","0.0","0.0","12339","0","0","0","0:00","19.0","0:00","No","00:03.38.8","16","0.0","32","19","45","02:36:50","02:40:46","2,111","2,310"
Road Cycling,2022-04-03 09:19:21,false,"Rionegro Road Cycling","86.55","1,583","03:44:25","158","195","5.0","0","0","23.1","62.8","1,120","942","0.00","0.0","0.0","0","80","120","126","267.2","156","118","379","0.0","0.0","16078","0","0","0","0:00","16.0","0:00","No","16:03.81.8","11","0.0","35","15","49","03:42:03","03:56:48","2,109","2,606"
Road Cycling,2022-04-02 07:36:58,false,"Rionegro Road Cycling","48.84","928","02:32:11","146","180","3.9","0","0","19.3","72.7","832","1,071","0.00","0.0","0.0","0","74","116","117","155.3","127","85","349","0.0","0.0","9124","0","0","0","0:00","16.0","0:00","No","03:56.27.6","7","0.0","30","14","39","02:31:06","03:04:15","1,756","2,229"
Road Cycling,2022-04-01 15:40:00,false,"Rionegro - Recuperación activa","31.19","509","01:38:04","125","162","2.6","0","0","19.1","52.6","358","364","0.00","0.0","0.0","0","77","112","89","57.5","77","70","295","0.0","0.0","6750","0","0","0","0:00","16.0","0:00","No","08:04.16.7","5","0.0","28","19","36","01:34:15","01:38:04","2,077","2,133"
Road Cycling,2022-03-31 15:33:56,false,"Rionegro - CAMBIO DE RITMO SUB UMBRAL","32.87","475","01:17:18","143","179","3.1","0","0","25.5","53.8","259","258","0.00","0.0","0.0","0","87","111","109","68.2","112","87","362","0.0","0.0","6067","0","0","0","0:00","16.0","0:00","No","04:00.00","9","0.0","31","20","41","01:15:08","02:04:12","2,111","2,155"
Road Cycling,2022-03-30 15:17:47,false,"Rionegro - Recuperación activa","43.13","590","01:37:02","143","176","3.0","0","0","26.7","52.0","312","310","0.00","0.0","0.0","0","91","115","100","41.6","93","85","366","0.0","0.0","8250","0","0","0","0:00","19.0","0:00","No","03:01.54.4","7","0.0","31","22","37","01:34:35","01:37:02","2,117","2,201"
Road Cycling,2022-03-29 11:12:09,false,"Rionegro - CAMBIO DE RITMO SUB UMBRAL","58.43","894","02:02:50","162","189","4.7","0","0","28.5","66.2","459","447","0.00","0.0","0.0","0","85","112","126","84.3","140","106","400","0.0","0.0","10052","0","0","0","0:00","24.0","0:00","No","00:03.86.7","17","0.0","36","16","48","02:02:00","02:12:14","2,097","2,340"
Road Cycling,2022-03-26 12:02:11,false,"La Ceja Road Cycling","22.48","252","00:56:39","145","194","2.7","0","0","23.8","60.5","130","346","0.00","0.0","0.0","0","75","110","118","56.6","93","58","432","0.0","0.0","3144","0","0","0","0:00","24.0","0:00","No","17:21.72.5","3","0.0","30","21","45","00:55:27","01:35:26","2,119","2,356"
Indoor Cycling,2022-03-26 11:08:25,false,"La Ceja Road Cycling","0.06","209","00:29:12","164","199","3.0","0","0","0.1","3.1","--","--","0.00","0.0","0.0","0","75","94","138","39.5","126","103","379","0.0","0.0","1993","0","0","0","0:00","29.0","0:00","No","29:12.23.9","1","0.0","32","21","41","00:00:02","00:29:12","2,338","2,364"
Road Cycling,2022-03-26 09:24:41,false,"Rionegro Road Cycling","22.91","467","01:05:47","155","184","3.5","0","0","20.9","58.1","368","143","0.00","0.0","0.0","0","82","112","121","64.1","135","102","355","0.0","0.0","5078","0","0","0","0:00","19.0","0:00","No","17:48.99","3","0.0","33","19","42","01:04:42","01:06:24","2,076","2,325"
