Tipo de actividad,Fecha,Favorito,Título,Distancia,Calorías,Tiempo,Frecuencia cardiaca media,Frecuencia cardiaca máxima,Cadencia de carrera media,Cadencia de carrera máxima,Velocidad media,Velocidad máxima,Ascenso total,Descenso total,Longitud media de zancada,Relación vertical media,Oscilación vertical media,Tiempo medio de contacto con el suelo,Cadencia media de pedaleo,Cadencia de pedaleo máxima,Training Stress Score®,Potencia media,Potencia máxima,Dificultad,Fluidez,Brazadas totales,Swolf medio,Velocidad media de palada,Repeticiones totales,Tiempo de inmersión,Temperatura mínima,Intervalo en superficie,Descompresión,Mejor tiempo de vuelta,Número de vueltas,Temperatura máxima,Tiempo en movimiento,Tiempo transcurrido,Altura mínima,Altura máxima
Cardio,2022-05-03 19:35:36,false,"Cardio","0.00","506","01:06:28","128","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:06:27.50.1","1","0.0","00:00:00","01:06:28","--","--"
Cardio,2022-05-02 19:07:30,false,"Cardio","0.00","750","01:36:22","135","174","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:36:21.52.9","1","0.0","00:00:00","01:36:22","--","--"
Cardio,2022-04-29 18:54:06,false,"Cardio","0.00","713","01:35:30","131","157","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:35:29.76.7","1","0.0","00:00:00","01:35:30","--","--"
Cardio,2022-04-27 19:00:08,false,"Cardio","0.00","487","01:20:23","120","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:20:23.42.4","1","0.0","00:00:00","01:20:23","--","--"
Cardio,2022-04-26 18:55:09,false,"Cardio","0.00","520","01:24:43","124","171","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:24:43.31.5","1","0.0","00:00:00","01:24:43","--","--"
Cardio,2022-04-25 19:02:56,false,"Cardio","0.00","633","01:26:27","128","162","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:26:27.18.4","1","0.0","00:00:00","01:26:27","--","--"
Cardio,2022-04-22 18:36:09,false,"Cardio","0.00","572","01:28:05","122","146","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:28:04.83.9","1","0.0","00:00:00","01:28:05","--","--"
Cardio,2022-04-20 19:08:19,false,"Cardio","0.00","526","01:16:47","122","153","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:16:47.44.9","1","0.0","00:00:00","01:16:47","--","--"
Cardio,2022-04-19 18:41:44,false,"Cardio","0.00","730","01:35:46","131","165","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:35:46.03.3","1","0.0","00:00:00","01:35:46","--","--"
Cardio,2022-04-12 17:04:32,false,"Cardio","0.00","501","01:10:30","127","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:10:30.42.3","1","0.0","00:00:00","01:10:30","--","--"
Ciclismo,2022-04-11 16:45:17,false,"Guamo Ciclismo","54.25","1,119","02:42:45","130","164","0","0","20.0","35.1","137","150","0.00","0.0","0.0","0","59","186","0.0","0","0","0.0","0.0","8313","0","0","0","0:00","0.0","0:00","No","12:28.40.6","11","0.0","02:42:25","03:09:29","299","347"
Ciclismo,2022-04-10 07:57:50,false,"Guamo Ciclismo","60.02","1,435","02:49:48","142","179","0","0","21.2","52.8","504","486","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","00:09.27.9","13","0.0","02:49:10","03:29:04","320","515"
Cardio,2022-04-06 17:27:07,false,"Cardio","0.00","465","01:08:48","122","158","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:08:48.02.8","1","0.0","00:00:00","01:08:48","--","--"
Cardio,2022-04-05 16:53:40,false,"Cardio","0.00","586","01:44:14","117","155","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:44:14.27.5","1","0.0","00:00:00","01:44:14","--","--"
Cardio,2022-04-04 19:04:40,false,"Cardio","0.00","650","01:26:01","132","161","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:26:01.45.1","1","0.0","00:00:00","01:26:01","--","--"
Cardio,2022-04-01 18:56:39,false,"Cardio","0.00","343","01:12:34","105","136","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","0:00","0.0","0:00","No","01:12:33.65.5","1","0.0","00:00:00","01:12:34","--","--"
