Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Normalized Power® (NP®),Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Road Cycling,2022-07-14 06:46:18,false,"East Brunswick - Resistencia en llano","59.99","1,108","02:42:04","119","172","3.0","0","0","22.2","63.9","442","433","0.00","0.0","0.0","0","63","156","137","103.8","138","92","618","0.0","0.0","8194","0","0","0","0:00","21.0","0:00","No","00:06.07.8","10","0.0","23","13","39","02:31:06","02:54:25","-5","149"
Road Cycling,2022-07-13 06:35:51,false,"East Brunswick - Intervalos en llano","55.09","1,040","02:25:45","119","163","3.0","0","0","22.7","47.9","188","171","0.00","0.0","0.0","0","61","114","128","81.8","124","97","663","0.0","0.0","7887","0","0","0","0:00","22.0","0:00","No","00:02.03.6","17","0.0","23","13","37","02:19:21","02:31:33","0","53"
Road Cycling,2022-07-12 06:45:47,false,"East Brunswick - Resistencia variado","72.29","1,381","02:56:21","122","172","3.4","0","0","24.6","56.9","601","576","0.00","0.0","0.0","0","71","155","143","123.5","147","109","760","0.0","0.0","10349","0","0","0","0:00","20.0","0:00","No","00:01.91.4","11","0.0","24","13","37","02:47:56","03:15:56","6","112"
Road Cycling,2022-07-10 06:06:09,false,"East Brunswick Ciclismo en ruta","85.49","1,499","03:32:13","108","157","3.0","0","0","24.2","43.1","349","337","0.00","0.0","0.0","0","68","173","126","113.6","118","96","555","0.0","0.0","12470","0","0","0","0:00","17.0","0:00","No","12:02.70.2","11","0.0","21","13","29","03:31:32","03:51:26","-8","41"
Road Cycling,2022-07-08 07:20:58,false,"East Brunswick - Fuerza Z3 en llano","54.50","1,084","02:16:16","119","152","3.0","0","0","24.0","44.4","196","181","0.00","0.0","0.0","0","65","162","131","79.0","128","111","695","0.0","0.0","7893","0","0","0","0:00","20.0","0:00","No","00:07.01.8","11","0.0","23","15","33","02:12:29","02:28:17","3","49"
Road Cycling,2022-07-07 06:48:07,false,"East Brunswick - Resistencia variado","58.54","1,073","02:34:33","105","164","2.7","0","0","22.7","54.7","459","461","0.00","0.0","0.0","0","65","192","135","96.3","137","94","653","0.0","0.0","7760","0","0","0","0:00","21.0","0:00","No","00:02.08.9","10","0.0","20","12","32","02:24:05","02:35:10","0","92"
Road Cycling,2022-07-06 07:26:08,false,"East Brunswick - Intervalos Z4-Z2","44.90","859","02:09:15","108","147","2.6","0","0","20.8","43.2","177","176","0.00","0.0","0.0","0","54","135","119","62.3","122","91","411","0.0","0.0","6171","0","0","0","0:00","24.0","0:00","No","00:01.53.4","49","0.0","20","12","29","02:05:47","02:10:50","0","36"
Road Cycling,2022-07-05 09:37:05,false,"East Brunswick - Resistencia en llano","55.51","1,078","02:30:05","111","154","2.9","0","0","22.2","43.9","231","211","0.00","0.0","0.0","0","60","153","123","77.2","122","98","637","0.0","0.0","7670","0","0","0","0:00","27.0","0:00","No","00:02.64.2","11","0.0","21","13","33","02:24:01","02:30:29","6","54"
Road Cycling,2022-07-01 06:52:57,false,"East Brunswick - Resistencia variado","175.89","3,296","08:27:08","135","176","4.7","0","0","20.8","54.1","1,229","1,226","0.00","0.0","0.0","0","68","237","135","313.1","147","86","795","0.0","0.0","23193","0","0","0","0:00","22.0","0:00","No","00:35.13.9","25","0.0","26","12","41","07:37:32","10:26:43","4","234"
Road Cycling,2022-06-28 06:59:32,false,"East Brunswick - Recovery","32.99","617","01:35:47","105","133","2.0","0","0","20.7","44.6","154","161","0.00","0.0","0.0","0","62","146","111","40.1","98","85","543","0.0","0.0","4770","0","0","0","0:00","18.0","0:00","No","05:47.32.9","5","0.0","20","12","26","01:30:21","01:39:02","3","42"
Road Cycling,2022-06-27 07:02:27,false,"Waterford Ciclismo en ruta","77.74","1,459","02:58:06","109","141","3.1","0","0","26.2","41.0","311","287","0.00","0.0","0.0","0","66","154","140","119.0","144","115","646","0.0","0.0","10363","0","0","0","0:00","22.0","0:00","No","14:33.12.9","10","0.0","21","10","31","02:57:24","03:06:55","14","66"
Road Cycling,2022-06-26 06:58:46,false,"East Brunswick - Resistencia variado","75.32","1,454","03:22:24","106","148","2.9","0","0","22.3","55.3","610","602","0.00","0.0","0.0","0","57","148","134","124.1","129","98","627","0.0","0.0","8908","0","0","0","0:00","21.0","0:00","No","00:02.00","13","0.0","20","11","30","03:10:04","03:22:24","4","95"
Road Cycling,2022-06-24 06:48:59,false,"East Brunswick - Easy ride","43.75","806","02:05:15","104","139","2.2","0","0","21.0","51.1","335","332","0.00","0.0","0.0","0","71","163","128","69.3","108","85","711","0.0","0.0","6556","0","0","0","0:00","18.0","0:00","No","00:07.40.7","7","0.0","20","13","29","01:56:49","02:05:15","8","50"
Road Cycling,2022-06-23 06:38:27,false,"East Brunswick - Tempo 2 x 20'","53.30","1,061","02:20:13","116","143","2.7","0","0","22.8","44.7","287","281","0.00","0.0","0.0","0","67","211","134","85.5","129","104","764","0.0","0.0","7627","0","0","0","0:00","16.0","0:00","No","00:02.60.5","11","0.0","22","14","30","02:12:33","02:22:36","9","47"
Road Cycling,2022-06-22 06:40:22,false,"East Brunswick - Resistencia variado","53.18","1,110","02:22:11","121","167","3.1","0","0","22.4","61.8","433","436","0.00","0.0","0.0","0","68","165","150","108.2","144","108","670","0.0","0.0","7699","0","0","0","0:00","19.0","0:00","No","00:02.85.7","9","0.0","23","14","38","02:15:33","02:22:11","3","149"
Road Cycling,2022-06-21 18:08:32,false,"East Brunswick - Resistencia en llano","47.08","968","02:00:56","121","152","2.9","0","0","23.4","49.5","284","283","0.00","0.0","0.0","0","63","153","146","87.4","151","114","694","0.0","0.0","6387","0","0","0","0:00","21.0","0:00","No","00:02.89.5","35","0.0","23","14","32","01:55:35","02:00:59","18","59"
Road Cycling,2022-06-20 10:28:59,false,"East Brunswick - Resistencia en llano","103.05","1,926","04:31:58","121","162","3.4","0","0","22.7","47.2","462","434","0.00","0.0","0.0","0","64","164","129","153.1","137","96","692","0.0","0.0","13641","0","0","0","0:00","22.0","0:00","No","00:40.72","17","0.0","23","14","34","04:22:42","04:31:58","15","68"
Road Cycling,2022-06-18 06:39:56,false,"East Brunswick - Intervalos 2S 4x3' en Z4","89.04","1,838","04:05:08","124","169","3.6","0","0","21.8","63.2","795","794","0.00","0.0","0.0","0","65","163","149","184.7","152","104","673","0.0","0.0","12286","0","0","0","0:00","17.0","0:00","No","01:11.26.1","27","0.0","24","14","38","03:52:32","04:06:25","1","154"
Road Cycling,2022-06-17 06:49:36,false,"East Brunswick - Resistencia variado","48.93","1,029","02:04:39","127","168","3.1","0","0","23.6","47.9","350","344","0.00","0.0","0.0","0","64","165","162","111.6","161","116","777","0.0","0.0","6316","0","0","0","0:00","21.0","0:00","No","00:11.56.5","9","0.0","24","14","35","01:50:47","02:07:31","4","43"
Road Cycling,2022-06-16 06:40:25,false,"East Brunswick - Resistencia variado","12.95","265","00:46:11","105","155","1.2","0","0","16.8","41.0","95","86","0.00","0.0","0.0","0","64","104","121","21.4","89","78","469","0.0","0.0","2007","0","0","0","0:00","16.0","0:00","No","15:00.00","2","0.0","20","12","29","00:38:59","01:07:13","-20","30"
Road Cycling,2022-06-15 06:54:11,false,"East Brunswick - Fuerza Z3 en llano","44.06","875","01:55:19","121","156","2.8","0","0","22.9","49.0","284","293","0.00","0.0","0.0","0","58","197","141","77.2","136","106","734","0.0","0.0","5489","0","0","0","0:00","18.0","0:00","No","04:19.20.9","8","0.0","23","15","32","01:49:01","01:55:19","7","48"
Road Cycling,2022-06-11 06:09:30,false,"Purificación - Resistencia en llano","100.97","1,788","03:52:24","118","169","3.6","0","0","26.1","45.0","316","352","0.00","0.0","0.0","0","65","176","145","167.0","146","107","634","0.0","0.0","13289","0","0","0","0:00","20.0","0:00","No","10:00.00","14","0.0","22","12","31","03:50:10","03:52:24","301","424"
Road Cycling,2022-06-10 05:39:56,false,"Purificación - Pirámide Z5","27.50","725","01:57:13","129","186","3.6","0","0","14.1","36.1","556","560","0.00","0.0","0.0","0","45","166","157","98.2","202","83","478","0.0","0.0","3672","0","0","0","0:00","21.0","0:00","No","00:03.29.6","27","0.0","26","11","42","01:47:50","01:58:08","317","741"
Road Cycling,2022-06-08 05:42:51,false,"Cajicá - Resistencia en llano","60.88","919","02:06:11","128","160","3.0","0","0","28.9","51.2","204","211","0.00","0.0","0.0","0","61","155","122","63.6","125","100","476","0.0","0.0","6921","0","0","0","0:00","10.0","0:00","No","02:55.92.9","10","0.0","25","14","35","02:03:26","02:06:26","2,566","2,604"
Road Cycling,2022-06-05 06:15:31,false,"Arbeláez Ciclismo en ruta","63.98","2,262","04:00:12","149","181","5.0","0","0","16.0","49.2","1,977","1,043","0.00","0.0","0.0","0","68","211","179","256.3","218","138","681","0.0","0.0","12437","0","0","0","0:00","16.0","0:00","No","24:10.99.6","8","0.0","31","12","41","03:42:20","04:09:53","1,263","2,693"
Road Cycling,2022-06-04 06:58:07,false,"Cajicá - Easy ride","40.16","586","01:30:19","118","151","2.4","0","0","26.7","50.2","172","167","0.00","0.0","0.0","0","74","161","118","42.8","107","86","795","0.0","0.0","5530","0","0","0","0:00","13.0","0:00","No","00:18.52","6","0.0","23","13","30","01:26:50","01:30:19","2,569","2,624"
Road Cycling,2022-06-03 05:46:07,false,"Cajicá - Resistencia en llano","56.89","874","01:55:34","126","157","2.9","0","0","29.5","49.1","161","162","0.00","0.0","0.0","0","71","165","124","60.4","129","104","691","0.0","0.0","7433","0","0","0","0:00","11.0","0:00","No","01:51.38.9","10","0.0","24","14","33","01:51:07","02:05:42","2,502","2,599"
Road Cycling,2022-06-02 06:00:43,false,"Cajicá - Fuerza Z3 en llano","55.95","915","02:03:46","121","151","2.9","0","0","27.1","46.3","233","245","0.00","0.0","0.0","0","65","159","125","66.1","131","101","750","0.0","0.0","7268","0","0","0","0:00","7.0","0:00","No","00:04.01.4","11","0.0","23","16","30","02:02:32","02:05:14","2,579","2,627"
Road Cycling,2022-06-01 05:55:58,false,"Cajicá - Resistencia con montaña","43.36","937","02:04:03","132","172","2.8","0","0","21.0","56.7","628","638","0.00","0.0","0.0","0","61","179","150","94.5","182","104","670","0.0","0.0","6018","0","0","0","0:00","8.0","0:00","No","02:43.88.6","8","0.0","26","19","37","02:03:48","02:04:03","2,579","2,918"
Road Cycling,2022-05-31 05:52:57,false,"Cajicá - Intervalos Z4-Z2","51.83","680","01:51:28","125","164","2.5","0","0","27.9","52.8","203","216","0.00","0.0","0.0","0","72","177","--","0.0","--","0","0","0.0","0.0","7533","0","0","0","0:00","7.0","0:00","No","01:00.00","36","0.0","25","17","36","01:51:08","01:51:28","2,570","2,629"
Road Cycling,2022-05-28 05:20:04,false,"Chía Ciclismo en ruta","197.31","4,302","08:44:52","144","180","5.0","0","0","22.6","68.2","3,061","3,046","0.00","0.0","0.0","0","71","161","157","434.8","207","117","521","0.0","0.0","29363","0","0","0","0:00","10.0","0:00","No","11:41.42.6","25","0.0","29","16","41","08:17:13","09:17:22","1,389","2,852"
Road Cycling,2022-05-25 06:13:28,false,"Cajicá - Entrenamiento cruzado","34.37","544","01:11:28","124","156","2.5","0","0","28.9","55.6","142","144","0.00","0.0","0.0","0","75","159","131","41.1","120","105","586","0.0","0.0","4810","0","0","0","0:00","13.0","0:00","No","08:24.75.6","5","0.0","24","17","30","01:10:08","01:11:28","2,568","2,604"
Road Cycling,2022-05-24 06:04:07,false,"Cajicá - Intervalos de fuerza de 5 min.","55.17","1,225","02:21:49","141","185","4.4","0","0","23.3","59.1","903","906","0.00","0.0","0.0","0","64","151","165","130.7","209","123","532","0.0","0.0","7467","0","0","0","0:00","10.0","0:00","No","00:22.75.2","22","0.0","28","13","42","02:21:38","02:23:36","2,568","3,176"
Road Cycling,2022-05-23 06:39:19,false,"Cajicá Ciclismo en ruta","28.73","564","01:13:02","133","178","3.2","0","0","23.6","51.5","335","327","0.00","0.0","0.0","0","67","119","162","63.0","187","107","679","0.0","0.0","3869","0","0","0","0:00","11.0","0:00","No","13:38.27.8","4","0.0","27","15","40","01:10:55","01:13:02","2,570","2,869"
Indoor Cycling,2022-05-19 06:43:04,false,"Escapadas (3 veces)","26.24","547","01:01:08","137","167","2.9","0","0","25.7","42.3","--","--","0.00","0.0","0.0","0","53","134","150","45.3","152","129","436","0.0","0.0","3204","0","0","0","0:00","17.0","0:00","No","00:03.56.6","16","0.0","27","16","37","01:00:55","01:01:08","--","--"
Road Cycling,2022-05-17 06:03:52,false,"Cajicá - Intervalos de fuerza de 5 min.","32.37","664","01:25:05","138","183","3.5","0","0","22.8","50.3","408","419","0.00","0.0","0.0","0","63","152","159","71.3","192","110","603","0.0","0.0","4228","0","0","0","0:00","11.0","0:00","No","00:00.98.2","20","0.0","27","15","41","01:24:41","01:25:05","2,579","2,841"
Road Cycling,2022-05-15 06:59:52,false,"Tenjo Ciclismo en ruta","100.14","2,514","05:31:47","141","189","5.0","0","0","18.1","69.8","1,948","1,920","0.00","0.0","0.0","0","71","160","158","246.0","189","115","684","0.0","0.0","16357","0","0","0","0:00","13.0","0:00","No","08:45.03.3","14","0.0","29","13","43","04:33:46","06:29:00","1,244","2,837"
Road Cycling,2022-05-14 08:19:46,false,"Cajicá - Zona 2: Entrenamiento aeróbico","29.02","454","01:38:49","112","152","2.1","0","0","17.6","45.0","248","244","0.00","0.0","0.0","0","54","184","97","30.4","78","54","405","0.0","0.0","3464","0","0","0","0:00","17.0","0:00","No","14:25.73.2","4","0.0","22","13","31","01:34:28","01:38:49","2,566","2,677"
Road Cycling,2022-05-13 17:11:23,false,"Cajicá - Entrenamiento cruzado","20.08","391","00:52:27","115","142","2.1","0","0","23.0","37.3","6","9","0.00","0.0","0.0","0","56","157","118","23.6","126","102","283","0.0","0.0","2799","0","0","0","0:00","21.0","0:00","No","10:47.76.5","3","0.0","21","13","29","00:51:01","00:59:55","2,584","2,610"
Road Cycling,2022-05-11 06:58:54,false,"Cajicá - Zona 2: Entrenamiento aeróbico","28.35","499","01:43:12","108","136","1.9","0","0","16.5","39.6","327","142","0.00","0.0","0.0","0","56","160","96","29.9","93","60","388","0.0","0.0","3852","0","0","0","0:00","11.0","0:00","No","00:11.75.6","5","0.0","21","14","31","01:34:48","01:43:12","2,564","2,816"
Road Cycling,2022-05-10 06:32:26,false,"Cajicá Ciclismo en ruta","22.72","283","01:07:58","111","139","1.5","0","0","20.1","41.9","140","141","0.00","0.0","0.0","0","58","164","94","19.7","77","47","363","0.0","0.0","2525","0","0","0","0:00","12.0","0:00","No","20:48.26","3","0.0","22","12","31","01:03:34","01:14:23","2,581","2,669"
Road Cycling,2022-05-08 08:09:47,false,"Sopó - Zona 2: Entrenamiento aeróbico","103.93","2,205","04:53:24","129","177","3.3","0","0","21.3","73.4","1,447","1,418","0.00","0.0","0.0","0","66","161","133","125.3","179","92","595","0.0","0.0","10587","0","0","0","0:00","16.0","0:00","No","02:37.26.8","14","0.0","26","16","39","04:22:56","05:45:38","2,126","2,861"
Road Cycling,2022-05-04 06:06:53,false,"Purificación Ciclismo en ruta","24.06","620","01:04:44","139","180","3.5","0","0","22.3","46.8","354","354","0.00","0.0","0.0","0","69","156","195","80.5","200","138","592","0.0","0.0","3644","0","0","0","0:00","22.0","0:00","No","15:33.46.1","3","0.0","28","16","40","01:03:39","01:10:39","317","593"
Road Cycling,2022-05-03 06:16:27,false,"Purificación Ciclismo en ruta","36.66","739","01:20:08","136","183","3.3","0","0","27.5","49.4","216","224","0.00","0.0","0.0","0","74","148","184","88.9","185","132","610","0.0","0.0","5048","0","0","0","0:00","23.0","0:00","No","11:41.23.6","5","0.0","27","14","40","01:17:49","01:20:08","306","379"
Road Cycling,2022-05-02 06:08:48,false,"Purificación Ciclismo en ruta","48.34","1,177","02:03:25","148","189","5.0","0","0","23.5","48.6","560","577","0.00","0.0","0.0","0","74","161","189","141.6","233","142","850","0.0","0.0","7459","0","0","0","0:00","22.0","0:00","No","00:16.00.7","7","0.0","30","13","43","01:56:01","02:03:25","285","717"
Road Cycling,2022-04-30 06:23:10,false,"Cajicá Ciclismo en ruta","82.41","1,761","04:13:08","135","186","5.0","0","0","19.5","58.9","1,174","1,175","0.00","0.0","0.0","0","68","169","151","188.2","212","96","837","0.0","0.0","11530","0","0","0","0:00","9.0","0:00","No","05:18.33.8","11","0.0","27","14","42","03:52:24","05:30:32","2,579","2,947"
Road Cycling,2022-04-29 05:59:51,false,"Cajicá - Zona 2: Entrenamiento aeróbico","60.36","1,202","02:24:06","137","179","4.6","0","0","25.1","49.8","678","693","0.00","0.0","0.0","0","76","182","159","121.5","200","117","690","0.0","0.0","8849","0","0","0","0:00","11.0","0:00","No","01:05.14.7","9","0.0","28","16","40","02:20:14","02:24:06","2,561","3,164"
Indoor Cycling,2022-04-28 17:54:16,false,"Intervalos de 5 min. a ritmo","28.04","502","01:06:05","121","154","2.6","0","0","25.5","39.1","--","--","0.00","0.0","0.0","0","67","142","122","32.6","129","107","282","0.0","0.0","4350","0","0","0","0:00","19.0","0:00","No","00:26.87.5","20","0.0","22","12","30","01:04:52","01:06:55","--","--"
Road Cycling,2022-04-27 18:19:13,false,"Cajicá - Intervalos de la zona 5 (5 veces)","1.72","507","01:02:31","131","163","3.1","0","0","1.7","12.4","2","4","0.00","0.0","0.0","0","52","79","148","45.6","159","114","431","0.0","0.0","3055","0","0","0","0:00","17.0","0:00","No","00:05.13.1","18","0.0","26","13","37","00:12:43","01:02:35","2,572","2,598"
Road Cycling,2022-04-26 05:58:16,false,"Cajicá Ciclismo en ruta","66.10","1,098","02:06:12","144","183","3.7","0","0","31.4","52.1","269","286","0.00","0.0","0.0","0","69","248","--","0.0","--","0","0","0.0","0.0","7746","0","0","0","0:00","9.0","0:00","No","04:24.93.6","9","0.0","28","11","40","02:05:42","02:06:12","2,570","2,611"
Mountain Biking,2022-04-25 17:10:56,false,"Cajicá Ciclismo de montaña","28.03","572","01:30:40","126","181","3.2","0","0","18.6","39.4","316","320","0.00","0.0","0.0","0","59","148","--","0.0","--","0","0","31.0","1.8","4141","0","0","0","0:00","11.0","0:00","No","01:30:40.18.5","1","0.0","23","11","40","01:30:16","01:30:40","2,577","2,805"
Road Cycling,2022-04-23 09:33:17,false,"Ibagué Ciclismo en ruta","62.56","1,466","03:42:57","127","180","3.7","0","0","16.8","65.7","992","999","0.00","0.0","0.0","0","61","198","137","136.4","167","90","652","0.0","0.0","9198","0","0","0","0:00","21.0","0:00","No","13:22.05.4","8","0.0","21","10","39","03:24:04","07:39:11","625","1,250"
Road Cycling,2022-04-22 06:04:28,false,"Ibagué Ciclismo en ruta","42.98","1,074","02:28:03","139","186","4.4","0","0","17.4","56.3","815","822","0.00","0.0","0.0","0","65","157","167","129.3","172","105","669","0.0","0.0","6021","0","0","0","0:00","15.0","0:00","No","08:15.27.8","6","0.0","24","11","42","02:08:23","02:28:03","1,147","1,825"
Road Cycling,2022-04-20 06:29:28,false,"Cajicá - Zona 5: 20 s e intervalos a ritmo de 40 s.","26.99","534","01:57:10","111","162","2.7","0","0","13.8","44.4","305","202","0.00","0.0","0.0","0","51","183","115","47.2","143","58","676","0.0","0.0","3464","0","0","0","0:00","9.0","0:00","No","00:05.00","39","0.0","17","10","37","01:37:11","02:16:09","2,582","2,833"
Road Cycling,2022-04-19 05:47:06,false,"Cajicá - Zona 2: Entrenamiento aeróbico","47.96","792","01:41:03","132","169","3.2","0","0","28.5","54.8","157","169","0.00","0.0","0.0","0","73","151","138","60.3","148","109","537","0.0","0.0","6134","0","0","0","0:00","9.0","0:00","No","14:27.39","6","0.0","25","10","38","01:34:54","01:41:03","2,559","2,596"
Mountain Biking,2022-04-06 17:02:25,false,"Cajicá Ciclismo de montaña","15.88","605","01:21:43","138","181","3.3","0","0","11.7","36.8","439","451","0.00","0.0","0.0","0","46","224","--","0.0","--","0","0","46.7","2.5","2539","0","0","0","0:00","13.0","0:00","No","01:21:43.36.7","1","0.0","26","11","41","01:17:04","01:21:43","2,574","2,843"
Road Cycling,2022-04-02 08:43:33,false,"Sopó Ciclismo en ruta","53.09","886","02:57:46","107","155","2.1","0","0","17.9","54.5","412","401","0.00","0.0","0.0","0","61","161","107","52.8","118","74","454","0.0","0.0","6878","0","0","0","0:00","12.0","0:00","No","13:36.83","7","0.0","16","10","34","02:22:12","02:57:46","2,589","2,764"
Road Cycling,2022-04-01 06:11:54,false,"Cajicá - Prueba de forma física (20 min.)","34.20","724","01:36:42","0","0","1.2","0","0","21.2","45.7","421","428","0.00","0.0","0.0","0","62","148","157","74.9","217","103","633","0.0","0.0","4837","0","0","0","0:00","8.0","0:00","No","00:05.00","13","0.0","--","--","--","01:36:16","01:39:27","2,552","2,891"
Mountain Biking,2022-03-31 06:08:10,false,"Cajicá - Zona 2: Entrenamiento aeróbico","34.18","650","01:44:18","123","162","2.3","0","0","19.7","49.5","438","448","0.00","0.0","0.0","0","62","128","--","0.0","--","0","0","39.7","1.4","4955","0","0","0","0:00","11.0","0:00","No","44:17.94.9","2","0.0","22","10","36","01:44:00","01:44:18","2,541","2,824"
Road Cycling,2022-03-30 05:58:14,false,"Cajicá - Prueba de forma física (3 min. + 10 min.)","47.29","813","01:36:10","123","164","3.0","0","0","29.5","50.5","160","169","0.00","0.0","0.0","0","72","128","143","61.6","155","120","422","0.0","0.0","6420","0","0","0","0:00","10.0","0:00","No","00:05.00","16","0.0","24","13","36","01:35:20","01:36:10","2,566","2,634"
Road Cycling,2022-03-29 06:19:52,false,"Cajicá Ciclismo en ruta","28.36","537","01:34:05","109","143","2.0","0","0","18.1","39.5","338","338","0.00","0.0","0.0","0","59","162","111","36.3","124","74","402","0.0","0.0","3972","0","0","0","0:00","10.0","0:00","No","10:55.31.4","4","0.0","19","10","31","01:30:42","01:38:54","2,565","2,827"
Road Cycling,2022-03-27 05:30:21,false,"Bogotá, D.C. Ciclismo en ruta","113.25","2,919","05:51:42","148","187","5.0","0","0","19.3","62.3","2,347","2,388","0.00","0.0","0.0","0","67","214","174","323.5","213","120","784","0.0","0.0","16321","0","0","0","0:00","9.0","0:00","No","04:14.31.7","15","0.0","29","10","42","05:23:22","07:34:11","1,967","3,339"
Road Cycling,2022-03-26 07:18:36,false,"Cajicá Ciclismo en ruta","51.35","749","02:09:07","112","159","2.2","0","0","23.9","48.0","272","257","0.00","0.0","0.0","0","72","184","105","44.7","98","75","677","0.0","0.0","6954","0","0","0","0:00","14.0","0:00","No","08:25.87.7","7","0.0","17","10","31","02:06:21","02:22:33","2,544","2,657"
Mountain Biking,2022-03-25 06:22:02,false,"Cajicá Ciclismo de montaña","12.90","564","01:14:56","138","184","3.4","0","0","10.3","46.2","404","402","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","43.7","2.8","--","0","0","0","0:00","11.0","0:00","No","01:14:55.95.8","1","0.0","25","11","41","01:04:47","01:14:56","2,585","2,856"
Road Cycling,2022-03-24 06:21:03,false,"Cajicá Ciclismo en ruta","47.34","785","01:31:03","127","166","2.9","0","0","31.2","53.5","174","173","0.00","0.0","0.0","0","78","155","146","60.7","142","122","560","0.0","0.0","6391","0","0","0","0:00","10.0","0:00","No","14:04.98.2","6","0.0","25","12","34","01:30:57","01:31:03","2,561","2,598"
Road Cycling,2022-03-20 13:51:46,false,"Santafé de Antioquia Ciclismo en ruta","3.82","110","00:20:59","119","144","0.7","0","0","10.9","24.1","72","22","0.00","0.0","0.0","0","55","87","99","6.4","66","65","313","0.0","0.0","845","0","0","0","0:00","35.0","0:00","No","20:59.31.4","1","0.0","21","12","29","00:18:37","00:20:59","517","587"
Road Cycling,2022-03-20 06:00:23,false,"Santafé de Antioquia - Carrera Century","157.55","3,112","06:01:59","141","189","5.0","0","0","26.1","66.9","1,158","1,216","0.00","0.0","0.0","0","70","162","189","371.6","237","132","889","0.0","0.0","18440","0","0","0","0:00","21.0","0:00","No","00:17.57","21","0.0","26","10","43","05:17:28","06:44:24","488","597"
Mountain Biking,2022-03-17 06:25:06,false,"Cajicá Ciclismo de montaña","36.39","410","01:45:50","104","147","0.5","0","0","20.6","44.7","159","166","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","7.6","1.5","--","0","0","0","0:00","11.0","0:00","No","01:45:50.37.1","1","0.0","16","10","32","01:35:56","01:45:50","2,562","2,602"
Road Cycling,2022-03-16 06:14:26,false,"Cajicá Ciclismo en ruta","34.17","719","01:37:00","133","185","3.6","0","0","21.1","57.4","424","429","0.00","0.0","0.0","0","67","153","162","83.1","219","101","493","0.0","0.0","4896","0","0","0","0:00","10.0","0:00","No","06:30.62.7","5","0.0","26","12","42","01:34:39","01:37:00","2,573","2,917"
Road Cycling,2022-03-15 06:11:16,false,"Cajicá Ciclismo en ruta","37.87","522","01:32:44","99","136","1.6","0","0","24.5","38.9","105","121","0.00","0.0","0.0","0","67","160","90","24.8","85","72","402","0.0","0.0","5219","0","0","0","0:00","9.0","0:00","No","15:22.56.5","5","0.0","14","10","25","01:32:15","01:32:44","2,571","2,632"
Road Cycling,2022-03-13 08:20:37,false,"Cajicá Ciclismo en ruta","22.90","353","01:10:24","105","144","1.2","0","0","19.5","45.7","108","110","0.00","0.0","0.0","0","62","178","102","21.9","89","66","456","0.0","0.0","2896","0","0","0","0:00","16.0","0:00","No","15:04.59.8","3","0.0","14","10","27","00:58:36","01:10:24","2,536","2,584"
Road Cycling,2022-03-12 07:10:09,false,"Cajicá Ciclismo en ruta","94.74","1,989","05:06:04","126","180","4.1","0","0","18.6","48.3","732","714","0.00","0.0","0.0","0","68","184","141","177.8","216","95","698","0.0","0.0","13410","0","0","0","0:00","14.0","0:00","No","04:36.92.8","13","0.0","23","10","41","04:05:14","06:10:14","2,540","2,959"
Mountain Biking,2022-03-11 06:06:05,false,"Cajicá Ciclismo de montaña","32.23","687","02:00:25","123","180","3.3","0","0","16.1","39.4","461","476","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","43.7","1.9","--","0","0","0","0:00","6.0","0:00","No","02:00:25.04.6","1","0.0","23","10","41","01:53:46","02:00:25","2,561","2,928"
Mountain Biking,2022-03-10 06:06:46,false,"Cajicá Ciclismo de montaña","35.86","781","01:45:33","135","180","3.6","0","0","20.4","50.0","522","530","0.00","0.0","0.0","0","0","0","--","0.0","--","0","0","44.2","1.6","--","0","0","0","0:00","7.0","0:00","No","01:45:33.04.5","1","0.0","26","11","40","01:45:33","01:45:33","2,567","2,919"
Road Cycling,2022-03-06 08:31:54,false,"Villeta Ciclismo en ruta","105.91","3,433","07:12:14","137","172","5.0","0","0","14.7","68.0","2,476","788","0.00","0.0","0.0","0","57","162","144","277.3","172","116","480","0.0","0.0","19236","0","0","0","0:00","11.0","0:00","No","04:07.42.7","14","0.0","26","10","40","06:33:22","09:37:40","721","2,787"
Road Cycling,2022-03-05 12:01:14,false,"Facatativá Ciclismo en ruta","46.98","464","02:04:34","115","167","2.3","0","0","22.6","59.6","174","1,828","0.00","0.0","0.0","0","64","164","107","44.4","143","39","525","0.0","0.0","2602","0","0","0","0:00","16.0","0:00","No","11:24.21.6","6","0.0","17","10","37","01:42:28","02:28:13","951","2,727"
