cod_codazzi;pais;departamento;ciudad;municipio;periodo
16915572010;COLOMBIA;BOYACA;PUERTO BOYACA;KILOMETRO 25;20200611
16915572011;COLOMBIA;BOYACA;PUERTO BOYACA;EL MARFIL;20200611
16915572012;COLOMBIA;BOYACA;PUERTO BOYACA;PUERTO PINZON;20200611
16915572013;COLOMBIA;BOYACA;PUERTO BOYACA;PUERTO ROMERO;20200611
16915572017;COLOMBIA;BOYACA;PUERTO BOYACA;CRUCE EL CHAPARRO;20200611
16915572018;COLOMBIA;BOYACA;PUERTO BOYACA;EL ERMITANO;20200611
16915572019;COLOMBIA;BOYACA;PUERTO BOYACA;EL OKAL;20200611
16915572020;COLOMBIA;BOYACA;PUERTO BOYACA;EL TRIQUE;20200611
16915572021;COLOMBIA;BOYACA;PUERTO BOYACA;KILOMETRO 11;20200611
16915572023;COLOMBIA;BOYACA;PUERTO BOYACA;MUELLE VELASQUEZ;20200611
16915572024;COLOMBIA;BOYACA;PUERTO BOYACA;PUERTO NINO;20200611
16915572026;COLOMBIA;BOYACA;PUERTO BOYACA;KILOMETRO UNO Y MEDIO;20200611
16915572027;COLOMBIA;BOYACA;PUERTO BOYACA;LA CEIBA;20200611
16915580000;COLOMBIA;BOYACA;QUIPAMA;QUIPAMA;20200611
16915580001;COLOMBIA;BOYACA;QUIPAMA;CORMAL;20200611
16915580002;COLOMBIA;BOYACA;QUIPAMA;EL PARQUE;20200611
16915580003;COLOMBIA;BOYACA;QUIPAMA;HUMBO;20200611
16915599000;COLOMBIA;BOYACA;RAMIRIQUI;RAMIRIQUI;20200611
16915599001;COLOMBIA;BOYACA;RAMIRIQUI;GUAYABAL (FATIMA);20200611
16915599004;COLOMBIA;BOYACA;RAMIRIQUI;EL ESCOBAL;20200611
16915600000;COLOMBIA;BOYACA;RAQUIRA;RAQUIRA;20200611
16915600001;COLOMBIA;BOYACA;RAQUIRA;SAN CAYETANO;20200611
16915600002;COLOMBIA;BOYACA;RAQUIRA;LA CANDELARIA;20200611
16915621000;COLOMBIA;BOYACA;RONDON;RONDON;20200611
16915621001;COLOMBIA;BOYACA;RONDON;RANCHOGRANDE;20200611
16915632000;COLOMBIA;BOYACA;SABOYA;SABOYA;20200611
16915632001;COLOMBIA;BOYACA;SABOYA;GARAVITO;20200611
16915632002;COLOMBIA;BOYACA;SABOYA;MERCHAN;20200611
16915632003;COLOMBIA;BOYACA;SABOYA;PANTANOS;20200611
16915632004;COLOMBIA;BOYACA;SABOYA;EL MOLINO;20200611
16915632005;COLOMBIA;BOYACA;SABOYA;VELANDIA;20200611
16915638000;COLOMBIA;BOYACA;SACHICA;SACHICA;20200611
16915646000;COLOMBIA;BOYACA;SAMACA;SAMACA;20200611
16915646001;COLOMBIA;BOYACA;SAMACA;LA CUMBRE;20200611
16915646002;COLOMBIA;BOYACA;SAMACA;LA FABRICA;20200611
16919001023;COLOMBIA;CAUCA;POPAYAN;LA MESETA;20200611
16919001024;COLOMBIA;CAUCA;POPAYAN;EL CANELO;20200611
16919001025;COLOMBIA;CAUCA;POPAYAN;POBLAZON;20200611
16919001026;COLOMBIA;CAUCA;POPAYAN;SAMUEL SILVERIO;20200611
16919001027;COLOMBIA;CAUCA;POPAYAN;CRUCERO DE PUELENJE;20200611
16919001028;COLOMBIA;CAUCA;POPAYAN;EL SALVADOR;20200611
16919001029;COLOMBIA;CAUCA;POPAYAN;EL TUNEL;20200611
16919001030;COLOMBIA;CAUCA;POPAYAN;JULUMITO ALTO;20200611
16919001031;COLOMBIA;CAUCA;POPAYAN;LA CABUYERA;20200611
16919001032;COLOMBIA;CAUCA;POPAYAN;LA PLAYA;20200611
16919001033;COLOMBIA;CAUCA;POPAYAN;LAME;20200611
16919001034;COLOMBIA;CAUCA;POPAYAN;RIO BLANCO;20200611
16919001035;COLOMBIA;CAUCA;POPAYAN;VEREDA DE TORRES;20200611
16919001036;COLOMBIA;CAUCA;POPAYAN;EL ARENAL;20200611
16919001037;COLOMBIA;CAUCA;POPAYAN;JARDINES DE PAZ;20200611
16919001038;COLOMBIA;CAUCA;POPAYAN;LA FORTALEZA;20200611
16919001039;COLOMBIA;CAUCA;POPAYAN;PARCELACION ATARDEC LA PRADERA;20200611
16919022000;COLOMBIA;CAUCA;ALMAGUER;ALMAGUER;20200611
16919022001;COLOMBIA;CAUCA;ALMAGUER;CAQUIONA;20200611
16919022003;COLOMBIA;CAUCA;ALMAGUER;EL TABLON;20200611
16919022004;COLOMBIA;CAUCA;ALMAGUER;LLACUANAS;20200611
16919022009;COLOMBIA;CAUCA;ALMAGUER;SAUJI;20200611
16919022013;COLOMBIA;CAUCA;ALMAGUER;LA HERRADURA;20200611
16919022014;COLOMBIA;CAUCA;ALMAGUER;LA HONDA;20200611
16919050000;COLOMBIA;CAUCA;ARGELIA;ARGELIA;20200611
16919050001;COLOMBIA;CAUCA;ARGELIA;EL MANGO;20200611
16919050002;COLOMBIA;CAUCA;ARGELIA;LA BELLEZA;20200611
16919050003;COLOMBIA;CAUCA;ARGELIA;BETANIA;20200611
16919050005;COLOMBIA;CAUCA;ARGELIA;EL DIVISO;20200611
16919050006;COLOMBIA;CAUCA;ARGELIA;EL PLATEADO;20200611
16919050007;COLOMBIA;CAUCA;ARGELIA;SINAI;20200611
16919050010;COLOMBIA;CAUCA;ARGELIA;EL NARANJAL;20200611
16919050011;COLOMBIA;CAUCA;ARGELIA;BOTAFOGO;20200611
16919050012;COLOMBIA;CAUCA;ARGELIA;CRISTALES ALTO;20200611
16919050013;COLOMBIA;CAUCA;ARGELIA;EL PLAN;20200611
16919050014;COLOMBIA;CAUCA;ARGELIA;LAS PERLAS;20200611
16919050015;COLOMBIA;CAUCA;ARGELIA;PUENTE TIERRA;20200611
16919050016;COLOMBIA;CAUCA;ARGELIA;PUERTO RICO;20200611
16919050017;COLOMBIA;CAUCA;ARGELIA;SAN JUAN GUADUA;20200611
16919075000;COLOMBIA;CAUCA;BALBOA;BALBOA;20200611
16919075001;COLOMBIA;CAUCA;BALBOA;LA PLANADA;20200611
16919075002;COLOMBIA;CAUCA;BALBOA;OLAYA;20200611
16919075003;COLOMBIA;CAUCA;BALBOA;SAN ALFONSO;20200611
16915646003;COLOMBIA;BOYACA;SAMACA;SALAMANACA;20200611
16915646004;COLOMBIA;BOYACA;SAMACA;TIBAQUIRA;20200611
16915660000;COLOMBIA;BOYACA;SAN EDUARDO;SAN EDUARDO;20200611
16915664000;COLOMBIA;BOYACA;SAN JOSE DE PARE;SAN JOSE DE PARE;20200611
16915667000;COLOMBIA;BOYACA;SAN LUIS DE GACENO;SAN LUIS DE GACENO;20200611
16915667001;COLOMBIA;BOYACA;SAN LUIS DE GACENO;SANTA TERESA;20200611
16915667002;COLOMBIA;BOYACA;SAN LUIS DE GACENO;GUAMAL;20200611
16915667003;COLOMBIA;BOYACA;SAN LUIS DE GACENO;HORIZONTES;20200611
16915667004;COLOMBIA;BOYACA;SAN LUIS DE GACENO;LA MESA DEL GUAVIO;20200611
16915667005;COLOMBIA;BOYACA;SAN LUIS DE GACENO;SAN CARLOS;20200611
16915667006;COLOMBIA;BOYACA;SAN LUIS DE GACENO;LA FRONTERA (CORREDOR VIAL);20200611
16915673000;COLOMBIA;BOYACA;SAN MATEO;SAN MATEO;20200611
16915676000;COLOMBIA;BOYACA;SAN MIGUEL DE SEMA;SAN MIGUEL DE SEMA;20200611
16915681000;COLOMBIA;BOYACA;SAN PABLO DE BORBUR;SAN PABLO DE BORBUR;20200611
16915681004;COLOMBIA;BOYACA;SAN PABLO DE BORBUR;SECTOR PENA BLANCA;20200611
16915681005;COLOMBIA;BOYACA;SAN PABLO DE BORBUR;SANTA BARBARA;20200611
16915681006;COLOMBIA;BOYACA;SAN PABLO DE BORBUR;SAN MARTIN;20200611
16915681007;COLOMBIA;BOYACA;SAN PABLO DE BORBUR;COSCUEZ;20200611
16915686000;COLOMBIA;BOYACA;SANTANA;SANTANA;20200611
16915690000;COLOMBIA;BOYACA;SANTA MARIA-BOYACA;SANTA MARIA;20200611
16915690001;COLOMBIA;BOYACA;SANTA MARIA-BOYACA;CANO NEGRO;20200611
16915693000;COLOMBIA;BOYACA;SANTA ROSA DE VITERBO;SANTA ROSA DE VITERBO;20200611
16915693002;COLOMBIA;BOYACA;SANTA ROSA DE VITERBO;EL IMPERIO;20200611
16915696000;COLOMBIA;BOYACA;SANTA SOFIA;SANTA SOFIA;20200611
16915720000;COLOMBIA;BOYACA;SATIVANORTE;SATIVANORTE;20200611
16915720001;COLOMBIA;BOYACA;SATIVANORTE;SATIVA VIEJO;20200611
16915720002;COLOMBIA;BOYACA;SATIVANORTE;LA JUPA;20200611
16915723000;COLOMBIA;BOYACA;SATIVASUR;SATIVASUR;20200611
16915740000;COLOMBIA;BOYACA;SIACHOQUE;SIACHOQUE;20200611
16915753000;COLOMBIA;BOYACA;SOATA;SOATA;20200611
16915755000;COLOMBIA;BOYACA;SOCOTA;SOCOTA;20200611
16915755001;COLOMBIA;BOYACA;SOCOTA;CHIPAVIEJO;20200611
16915755004;COLOMBIA;BOYACA;SOCOTA;LOS PINOS;20200611
16915755005;COLOMBIA;BOYACA;SOCOTA;PUEBLOVIEJO;20200611
16915755006;COLOMBIA;BOYACA;SOCOTA;COSCATIVA;20200611
16915757000;COLOMBIA;BOYACA;SOCHA;SOCHA;20200611
16915757001;COLOMBIA;BOYACA;SOCHA;PUEBLO NUEVO;20200611
16915757002;COLOMBIA;BOYACA;SOCHA;SANTA TERESA;20200611
16915759000;COLOMBIA;BOYACA;SOGAMOSO;SOGAMOSO;20200611
16915759001;COLOMBIA;BOYACA;SOGAMOSO;MORCA;20200611
16915759002;COLOMBIA;BOYACA;SOGAMOSO;MORTINAL;20200611
16915759003;COLOMBIA;BOYACA;SOGAMOSO;VANEGAS;20200611
16919318022;COLOMBIA;CAUCA;GUAPI;CHANZARA;20200611
16919318023;COLOMBIA;CAUCA;GUAPI;LAS JUNTA;20200611
16919318024;COLOMBIA;CAUCA;GUAPI;QUIROGA;20200611
16919318025;COLOMBIA;CAUCA;GUAPI;CHUARE;20200611
16919318026;COLOMBIA;CAUCA;GUAPI;SAN JOSE DE GUAPI;20200611
16919318027;COLOMBIA;CAUCA;GUAPI;BELEN;20200611
16919355000;COLOMBIA;CAUCA;INZA;INZA;20200611
16919355001;COLOMBIA;CAUCA;INZA;CALDERAS;20200611
16919355002;COLOMBIA;CAUCA;INZA;PEDREGAL;20200611
16919355003;COLOMBIA;CAUCA;INZA;PUERTO VALENCIA;20200611
16919355004;COLOMBIA;CAUCA;INZA;SAN ANDRES;20200611
16919355005;COLOMBIA;CAUCA;INZA;SAN JOSE;20200611
16919355006;COLOMBIA;CAUCA;INZA;SANTA ROSA;20200611
16919355007;COLOMBIA;CAUCA;INZA;TOPA;20200611
16919355008;COLOMBIA;CAUCA;INZA;TUMBICHUCUE;20200611
16919355009;COLOMBIA;CAUCA;INZA;TURMINA;20200611
16919355010;COLOMBIA;CAUCA;INZA;SANTA TERESA;20200611
16919355011;COLOMBIA;CAUCA;INZA;GUANACAS;20200611
16919355012;COLOMBIA;CAUCA;INZA;CARMEN DE VIBORAL;20200611
16919355013;COLOMBIA;CAUCA;INZA;LOS ALPES;20200611
16919355014;COLOMBIA;CAUCA;INZA;SAN MIGUEL;20200611
16919355015;COLOMBIA;CAUCA;INZA;SEGOVIA;20200611
16919364000;COLOMBIA;CAUCA;JAMBALO;JAMBALO;20200611
16919364001;COLOMBIA;CAUCA;JAMBALO;LA MARIA - EL TRAPICHE;20200611
16919364002;COLOMBIA;CAUCA;JAMBALO;LA MINA;20200611
16919364003;COLOMBIA;CAUCA;JAMBALO;LOMA REDONDA;20200611
16919364004;COLOMBIA;CAUCA;JAMBALO;VALLES HONDOS;20200611
16919364005;COLOMBIA;CAUCA;JAMBALO;LA ESPERANZA;20200611
16919364006;COLOMBIA;CAUCA;JAMBALO;LOMA GRUESA;20200611
16919392000;COLOMBIA;CAUCA;LA SIERRA;LA SIERRA;20200611
16919392005;COLOMBIA;CAUCA;LA SIERRA;LA CUCHILLA;20200611
16919397000;COLOMBIA;CAUCA;LA VEGA;LA VEGA;20200611
16919397001;COLOMBIA;CAUCA;LA VEGA;ALTAMIRA;20200611
16915759004;COLOMBIA;BOYACA;SOGAMOSO;SIATAME;20200611
16915759005;COLOMBIA;BOYACA;SOGAMOSO;EL CRUCERO;20200611
16915759006;COLOMBIA;BOYACA;SOGAMOSO;ALCAPARRAL;20200611
16915759007;COLOMBIA;BOYACA;SOGAMOSO;MILAGRO Y PLAYITA;20200611
16915761000;COLOMBIA;BOYACA;SOMONDOCO;SOMONDOCO;20200611
16915762000;COLOMBIA;BOYACA;SORA;SORA;20200611
16915763000;COLOMBIA;BOYACA;SOTAQUIRA;SOTAQUIRA;20200611
16915763001;COLOMBIA;BOYACA;SOTAQUIRA;EL MORAL;20200611
16915763002;COLOMBIA;BOYACA;SOTAQUIRA;BOSIGAS;20200611
16915763003;COLOMBIA;BOYACA;SOTAQUIRA;CERRENO;20200611
16915764000;COLOMBIA;BOYACA;SORACA;SORACA;20200611
16915774000;COLOMBIA;BOYACA;SUSACON;SUSACON;20200611
16915776000;COLOMBIA;BOYACA;SUTAMARCHAN;SUTAMARCHAN;20200611
16915778000;COLOMBIA;BOYACA;SUTATENZA;SUTATENZA;20200611
16915790000;COLOMBIA;BOYACA;TASCO;TASCO;20200611
16915790001;COLOMBIA;BOYACA;TASCO;LIBERTADORES;20200611
16915790002;COLOMBIA;BOYACA;TASCO;LA CHAPA;20200611
16915798000;COLOMBIA;BOYACA;TENZA;TENZA;20200611
16915804000;COLOMBIA;BOYACA;TIBANA;TIBANA;20200611
16915806000;COLOMBIA;BOYACA;TIBASOSA;TIBASOSA;20200611
16915806002;COLOMBIA;BOYACA;TIBASOSA;EL PARAISO;20200611
16915806003;COLOMBIA;BOYACA;TIBASOSA;SANTA TERESA;20200611
16915808000;COLOMBIA;BOYACA;TINJACA;TINJACA;20200611
16915810000;COLOMBIA;BOYACA;TIPACOQUE;TIPACOQUE;20200611
16915814000;COLOMBIA;BOYACA;TOCA;TOCA;20200611
16915816000;COLOMBIA;BOYACA;TOGUI;TOGUI;20200611
16915820000;COLOMBIA;BOYACA;TOPAGA;TOPAGA;20200611
16915820001;COLOMBIA;BOYACA;TOPAGA;BADO CASTRO;20200611
16915822000;COLOMBIA;BOYACA;TOTA;TOTA;20200611
16915822001;COLOMBIA;BOYACA;TOTA;LA PUERTA;20200611
16915832000;COLOMBIA;BOYACA;TUNUNGUA;TUNUNGUA;20200611
16915835000;COLOMBIA;BOYACA;TURMEQUE;TURMEQUE;20200611
16915837000;COLOMBIA;BOYACA;TUTA;TUTA;20200611
16915837006;COLOMBIA;BOYACA;TUTA;BOSIGA SUR;20200611
16915837007;COLOMBIA;BOYACA;TUTA;EL CRUCE;20200611
16915837008;COLOMBIA;BOYACA;TUTA;SIDERURGICA;20200611
16915839000;COLOMBIA;BOYACA;TUTAZA;TUTAZA;20200611
16915839001;COLOMBIA;BOYACA;TUTAZA;PARAMO;20200611
16915839004;COLOMBIA;BOYACA;TUTAZA;LA CAPILLA;20200611
16915842000;COLOMBIA;BOYACA;UMBITA;UMBITA;20200611
16915861000;COLOMBIA;BOYACA;VENTAQUEMADA;VENTAQUEMADA;20200611
16915861006;COLOMBIA;BOYACA;VENTAQUEMADA;ESTANCIA GRANDE;20200611
16915861007;COLOMBIA;BOYACA;VENTAQUEMADA;PUENTE BOYACA;20200611
16915861008;COLOMBIA;BOYACA;VENTAQUEMADA;TIERRA NEGRA;20200611
16919397002;COLOMBIA;CAUCA;LA VEGA;ARBELA;20200611
16919397003;COLOMBIA;CAUCA;LA VEGA;EL DIVISO;20200611
16919397004;COLOMBIA;CAUCA;LA VEGA;EL PALMAR;20200611
16919397005;COLOMBIA;CAUCA;LA VEGA;GUACHICONO;20200611
16919397006;COLOMBIA;CAUCA;LA VEGA;LOS UVOS;20200611
16919397007;COLOMBIA;CAUCA;LA VEGA;PANCITARA;20200611
16919397008;COLOMBIA;CAUCA;LA VEGA;PLACER;20200611
16919397009;COLOMBIA;CAUCA;LA VEGA;SAN MIGUEL;20200611
16919397010;COLOMBIA;CAUCA;LA VEGA;SANTA BARBARA;20200611
16919397011;COLOMBIA;CAUCA;LA VEGA;SANTA JUANA;20200611
16919397012;COLOMBIA;CAUCA;LA VEGA;ALBANIA;20200611
16919397013;COLOMBIA;CAUCA;LA VEGA;CHAUPILOMA;20200611
16919397014;COLOMBIA;CAUCA;LA VEGA;DOMINICAL;20200611
16919397015;COLOMBIA;CAUCA;LA VEGA;LA CARRERA;20200611
16919397016;COLOMBIA;CAUCA;LA VEGA;LOS CIRUELOS;20200611
16919397017;COLOMBIA;CAUCA;LA VEGA;VILLA MARIA;20200611
16919397018;COLOMBIA;CAUCA;LA VEGA;BARBILLAS;20200611
16919397019;COLOMBIA;CAUCA;LA VEGA;SANTA RITA;20200611
16919418000;COLOMBIA;CAUCA;LOPEZ DE MICAY;MICAY;20200611
16919418001;COLOMBIA;CAUCA;LOPEZ DE MICAY;AGUA CLARA (GOLONDRO);20200611
16919418002;COLOMBIA;CAUCA;LOPEZ DE MICAY;ALTO DE CHUARE;20200611
16919418003;COLOMBIA;CAUCA;LOPEZ DE MICAY;EL PLAYON (SIGUI);20200611
16919418004;COLOMBIA;CAUCA;LOPEZ DE MICAY;EL TRAPICHE;20200611
16919418005;COLOMBIA;CAUCA;LOPEZ DE MICAY;GUAYABAL;20200611
16919418006;COLOMBIA;CAUCA;LOPEZ DE MICAY;JOLI;20200611
16919418007;COLOMBIA;CAUCA;LOPEZ DE MICAY;LA CONCEPCION;20200611
16919418008;COLOMBIA;CAUCA;LOPEZ DE MICAY;LA SAGRADA FAMILIA;20200611
16919418009;COLOMBIA;CAUCA;LOPEZ DE MICAY;NOANAMITO;20200611
16919418010;COLOMBIA;CAUCA;LOPEZ DE MICAY;PLAYA GRANDE;20200611
16919418011;COLOMBIA;CAUCA;LOPEZ DE MICAY;RIO MAYA (DOS QUEBRADAS);20200611
16919418012;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN ANTONIO DE CHUARE;20200611
16919418013;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN BARTOLO;20200611
16919418014;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN FERNANDO;20200611
16919418015;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN ISIDRO;20200611
16919418016;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN PEDRO DE NAYA;20200611
16919418017;COLOMBIA;CAUCA;LOPEZ DE MICAY;SANTA ANA;20200611
16919418018;COLOMBIA;CAUCA;LOPEZ DE MICAY;TAPARAL;20200611
16919418019;COLOMBIA;CAUCA;LOPEZ DE MICAY;ZARAGOZA;20200611
16919418020;COLOMBIA;CAUCA;LOPEZ DE MICAY;CANDELARIA;20200611
16919418021;COLOMBIA;CAUCA;LOPEZ DE MICAY;BAJO SIGUI;20200611
16919418022;COLOMBIA;CAUCA;LOPEZ DE MICAY;EL COCO;20200611
16919418023;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN FRANCISCO ADENTRO;20200611
16915861009;COLOMBIA;BOYACA;VENTAQUEMADA;EL CAPRI;20200611
16915861010;COLOMBIA;BOYACA;VENTAQUEMADA;EL MANZANO;20200611
16915879000;COLOMBIA;BOYACA;VIRACACHA;VIRACACHA;20200611
16915897000;COLOMBIA;BOYACA;ZETAQUIRA;ZETAQUIRA;20200611
16917001000;COLOMBIA;CALDAS;MANIZALES;MANIZALES;20200611
16917001001;COLOMBIA;CALDAS;MANIZALES;LOS CUERVOS;20200611
16917001002;COLOMBIA;CALDAS;MANIZALES;COLOMBIA;20200611
16917001003;COLOMBIA;CALDAS;MANIZALES;BAJO TABLAZO;20200611
16917001004;COLOMBIA;CALDAS;MANIZALES;LA CABANA;20200611
16917001005;COLOMBIA;CALDAS;MANIZALES;LA CUCHILLA DEL SALADO;20200611
16917001008;COLOMBIA;CALDAS;MANIZALES;LAS PAVAS;20200611
16917001009;COLOMBIA;CALDAS;MANIZALES;SAN PEREGRINO;20200611
16917001010;COLOMBIA;CALDAS;MANIZALES;ALTO DE TABLAZO;20200611
16917001011;COLOMBIA;CALDAS;MANIZALES;ALTO DEL NARANJO;20200611
16917001012;COLOMBIA;CALDAS;MANIZALES;EL ARENILLO;20200611
16917001015;COLOMBIA;CALDAS;MANIZALES;LA AURORA;20200611
16917001022;COLOMBIA;CALDAS;MANIZALES;ALTO BONITO;20200611
16917001023;COLOMBIA;CALDAS;MANIZALES;MINA RICA;20200611
16917001024;COLOMBIA;CALDAS;MANIZALES;LA GARRUCHA;20200611
16917001025;COLOMBIA;CALDAS;MANIZALES;BAJO CORINTO;20200611
16917001026;COLOMBIA;CALDAS;MANIZALES;ALTO CORINTO;20200611
16917001029;COLOMBIA;CALDAS;MANIZALES;AGUA BONITA;20200611
16917001034;COLOMBIA;CALDAS;MANIZALES;EL AGUILA;20200611
16917001037;COLOMBIA;CALDAS;MANIZALES;CORREDOR AGROTURISTICO;20200611
16917001038;COLOMBIA;CALDAS;MANIZALES;CRISTALINA;20200611
16917001039;COLOMBIA;CALDAS;MANIZALES;EL MANANTIAL;20200611
16917001040;COLOMBIA;CALDAS;MANIZALES;EL REMANSO;20200611
16917001041;COLOMBIA;CALDAS;MANIZALES;PANORAMA;20200611
16917001042;COLOMBIA;CALDAS;MANIZALES;RIO BLANCO;20200611
16917013000;COLOMBIA;CALDAS;AGUADAS;AGUADAS;20200611
16917013001;COLOMBIA;CALDAS;AGUADAS;ARMA;20200611
16917013004;COLOMBIA;CALDAS;AGUADAS;LA MERMITA;20200611
16917013010;COLOMBIA;CALDAS;AGUADAS;EDEN;20200611
16917013011;COLOMBIA;CALDAS;AGUADAS;SAN NICOLAS;20200611
16917013012;COLOMBIA;CALDAS;AGUADAS;ALTO DE PITO;20200611
16917013014;COLOMBIA;CALDAS;AGUADAS;ALTO DE LA MONTANA;20200611
16917013016;COLOMBIA;CALDAS;AGUADAS;VIBORAL;20200611
16917013017;COLOMBIA;CALDAS;AGUADAS;PORE;20200611
16917042000;COLOMBIA;CALDAS;ANSERMA;ANSERMA;20200611
16917042002;COLOMBIA;CALDAS;ANSERMA;BELLAVISTA;20200611
16917042004;COLOMBIA;CALDAS;ANSERMA;MARAPRA;20200611
16917042007;COLOMBIA;CALDAS;ANSERMA;SAN PEDRO;20200611
16919418024;COLOMBIA;CAUCA;LOPEZ DE MICAY;BETANIA;20200611
16919418025;COLOMBIA;CAUCA;LOPEZ DE MICAY;CACAO;20200611
16919418026;COLOMBIA;CAUCA;LOPEZ DE MICAY;CALLE LARGA - NAYA;20200611
16919418027;COLOMBIA;CAUCA;LOPEZ DE MICAY;CHIGUERO;20200611
16919418028;COLOMBIA;CAUCA;LOPEZ DE MICAY;ALTO NAYA;20200611
16919418029;COLOMBIA;CAUCA;LOPEZ DE MICAY;ELTRUENO;20200611
16919418030;COLOMBIA;CAUCA;LOPEZ DE MICAY;LAS CRUCES;20200611
16919418031;COLOMBIA;CAUCA;LOPEZ DE MICAY;LAS PAVAS;20200611
16919418032;COLOMBIA;CAUCA;LOPEZ DE MICAY;SAN ANTONIO DE GURUMENDY;20200611
16919418033;COLOMBIA;CAUCA;LOPEZ DE MICAY;BOCA GRANDE;20200611
16919418034;COLOMBIA;CAUCA;LOPEZ DE MICAY;BRAZO DE LA ROTURA;20200611
16919418035;COLOMBIA;CAUCA;LOPEZ DE MICAY;SANTA CRUZ DE SIGUIN;20200611
16919450000;COLOMBIA;CAUCA;MERCADERES;MERCADERES;20200611
16919450001;COLOMBIA;CAUCA;MERCADERES;ALTO DE MAYO;20200611
16919450002;COLOMBIA;CAUCA;MERCADERES;ARBOLEDAS;20200611
16919450003;COLOMBIA;CAUCA;MERCADERES;EL PILON;20200611
16919450004;COLOMBIA;CAUCA;MERCADERES;ESMERALDAS;20200611
16919450006;COLOMBIA;CAUCA;MERCADERES;SAN JOAQUIN;20200611
16919450007;COLOMBIA;CAUCA;MERCADERES;SAN JUANITO;20200611
16919450008;COLOMBIA;CAUCA;MERCADERES;TABLONES ALTOS;20200611
16919450009;COLOMBIA;CAUCA;MERCADERES;CAJAMARCA;20200611
16919450015;COLOMBIA;CAUCA;MERCADERES;EL BADO;20200611
16919450016;COLOMBIA;CAUCA;MERCADERES;TABLONCITO;20200611
16919450017;COLOMBIA;CAUCA;MERCADERES;EL CARBONERO;20200611
16919450019;COLOMBIA;CAUCA;MERCADERES;MOJARRAS;20200611
16919450020;COLOMBIA;CAUCA;MERCADERES;LOS LLANOS;20200611
16919450021;COLOMBIA;CAUCA;MERCADERES;LOS MEDIOS;20200611
16919455000;COLOMBIA;CAUCA;MIRANDA;MIRANDA;20200611
16919455003;COLOMBIA;CAUCA;MIRANDA;LA MUNDA;20200611
16919455004;COLOMBIA;CAUCA;MIRANDA;MONTERREDONDO;20200611
16919455005;COLOMBIA;CAUCA;MIRANDA;ORTIGAL;20200611
16919455007;COLOMBIA;CAUCA;MIRANDA;SANTA ANA;20200611
16919455008;COLOMBIA;CAUCA;MIRANDA;TIERRADURA;20200611
16919455009;COLOMBIA;CAUCA;MIRANDA;TULIPAN;20200611
16919455010;COLOMBIA;CAUCA;MIRANDA;GUATEMALA;20200611
16919455011;COLOMBIA;CAUCA;MIRANDA;SAN ANDRES;20200611
16919473000;COLOMBIA;CAUCA;MORALES;MORALES;20200611
16919473002;COLOMBIA;CAUCA;MORALES;CARPINTERO;20200611
16919473003;COLOMBIA;CAUCA;MORALES;CHIMBORAZO;20200611
16919473004;COLOMBIA;CAUCA;MORALES;HONDURAS;20200611
16919473008;COLOMBIA;CAUCA;MORALES;PAN DE AZUCAR;20200611
16919473009;COLOMBIA;CAUCA;MORALES;SAN ISIDRO;20200611
16919473012;COLOMBIA;CAUCA;MORALES;SANTA ROSA;20200611
16917042008;COLOMBIA;CALDAS;ANSERMA;CONCHARI;20200611
16917042012;COLOMBIA;CALDAS;ANSERMA;ALSACIA;20200611
16917042021;COLOMBIA;CALDAS;ANSERMA;MIRAVALLE;20200611
16917042023;COLOMBIA;CALDAS;ANSERMA;CHAPATA;20200611
16917042024;COLOMBIA;CALDAS;ANSERMA;EL HORRO;20200611
16917050000;COLOMBIA;CALDAS;ARANZAZU;ARANZAZU;20200611
16917050006;COLOMBIA;CALDAS;ARANZAZU;SAN RAFAEL;20200611
16917088000;COLOMBIA;CALDAS;BELALCAZAR;BELALCAZAR;20200611
16917088001;COLOMBIA;CALDAS;BELALCAZAR;EL MADRONO;20200611
16917088002;COLOMBIA;CALDAS;BELALCAZAR;LA HABANA;20200611
16917088003;COLOMBIA;CALDAS;BELALCAZAR;SAN ISIDRO;20200611
16917088008;COLOMBIA;CALDAS;BELALCAZAR;ASENTAMIENTO INDIGENA;20200611
16917174000;COLOMBIA;CALDAS;CHINCHINA;CHINCHINA;20200611
16917174001;COLOMBIA;CALDAS;CHINCHINA;EL TREBOL;20200611
16917174002;COLOMBIA;CALDAS;CHINCHINA;LA FLORESTA;20200611
16917174006;COLOMBIA;CALDAS;CHINCHINA;ALTO DE LA MINA;20200611
16917174007;COLOMBIA;CALDAS;CHINCHINA;LA QUIEBRA DEL NARANJAL;20200611
16917174011;COLOMBIA;CALDAS;CHINCHINA;LA ESTRELLA;20200611
16917174012;COLOMBIA;CALDAS;CHINCHINA;EL REPOSO;20200611
16917174013;COLOMBIA;CALDAS;CHINCHINA;GUAYABAL;20200611
16917174015;COLOMBIA;CALDAS;CHINCHINA;SAN ANDRES;20200611
16917272000;COLOMBIA;CALDAS;FILADELFIA;FILADELFIA;20200611
16917272001;COLOMBIA;CALDAS;FILADELFIA;EL PINTADO;20200611
