cod_codazzi;pais;departamento;ciudad;municipio;periodo
16947318024;COLOMBIA;MAGDALENA;GUAMAL;VILLA NUEVA;20210611
16947318025;COLOMBIA;MAGDALENA;GUAMAL;EL VEINTIOCHO;20210611
16947318026;COLOMBIA;MAGDALENA;GUAMAL;PUEBLO NUEVO;20210611
16947460000;COLOMBIA;MAGDALENA;NUEVA GRANADA;GRANADA;20210611
16947460001;COLOMBIA;MAGDALENA;NUEVA GRANADA;EL BAJO;20210611
16947460002;COLOMBIA;MAGDALENA;NUEVA GRANADA;LA GLORIA;20210611
16947460003;COLOMBIA;MAGDALENA;NUEVA GRANADA;LAS TINAS;20210611
16947460004;COLOMBIA;MAGDALENA;NUEVA GRANADA;LOS ANDES;20210611
16947460006;COLOMBIA;MAGDALENA;NUEVA GRANADA;SAN JOSE DE BALLESTERO;20210611
16947541000;COLOMBIA;MAGDALENA;PEDRAZA;PEDRAZA;20210611
16947541001;COLOMBIA;MAGDALENA;PEDRAZA;BAHIAHONDA;20210611
16947541003;COLOMBIA;MAGDALENA;PEDRAZA;BOMBA;20210611
16947541004;COLOMBIA;MAGDALENA;PEDRAZA;CANO DE AGUAS;20210611
16947541005;COLOMBIA;MAGDALENA;PEDRAZA;CAPUCHO;20210611
16947541007;COLOMBIA;MAGDALENA;PEDRAZA;GUAQUIRI;20210611
16947541008;COLOMBIA;MAGDALENA;PEDRAZA;HEREDIA;20210611
16947541009;COLOMBIA;MAGDALENA;PEDRAZA;PUNTA DE IEDRAS;20210611
16947545000;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;PIJINO DEL CARMEN;20210611
16947545001;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;CABRERA;20210611
16947545002;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;FILADELFIA;20210611
16947545003;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;SAN JOSE DE PREVENCION;20210611
16947545004;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;CASA BLANCA;20210611
16947545005;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;LA LUCHA;20210611
16947545006;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;LAS PLANADAS;20210611
16947545007;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;EL DIVIDIVI;20210611
16947545008;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;EL BRILLANTE;20210611
16947545009;COLOMBIA;MAGDALENA;PIJINO DEL CARMEN;LAS MARIAS;20210611
16947551000;COLOMBIA;MAGDALENA;PIVIJAY;PIVIJAY;20210611
16947551001;COLOMBIA;MAGDALENA;PIVIJAY;AVIANCA;20210611
16947551002;COLOMBIA;MAGDALENA;PIVIJAY;CARABALLO;20210611
16947551003;COLOMBIA;MAGDALENA;PIVIJAY;CHINOBLAS;20210611
16947551005;COLOMBIA;MAGDALENA;PIVIJAY;GARRAPATA;20210611
16947551006;COLOMBIA;MAGDALENA;PIVIJAY;LAS CANOAS;20210611
16947551007;COLOMBIA;MAGDALENA;PIVIJAY;LAS PIEDRAS;20210611
16947551008;COLOMBIA;MAGDALENA;PIVIJAY;MEDIALUNA;20210611
16947551009;COLOMBIA;MAGDALENA;PIVIJAY;MONTERRUBIO;20210611
16947551010;COLOMBIA;MAGDALENA;PIVIJAY;PARACO;20210611
16947551011;COLOMBIA;MAGDALENA;PIVIJAY;PARAISO;20210611
16947551012;COLOMBIA;MAGDALENA;PIVIJAY;PINUELAS;20210611
16952287012;COLOMBIA;NARINO;FUNES;TELLEZ ALTO;20210611
16952317000;COLOMBIA;NARINO;GUACHUCAL;GUACHUCAL;20210611
16952317001;COLOMBIA;NARINO;GUACHUCAL;COLIMBA;20210611
16952317002;COLOMBIA;NARINO;GUACHUCAL;CHILLANQUER - EL CONSUELO;20210611
16952317003;COLOMBIA;NARINO;GUACHUCAL;MUELLAMUES;20210611
16952317004;COLOMBIA;NARINO;GUACHUCAL;SAN JOSE DE CHILLANQUER;20210611
16952317005;COLOMBIA;NARINO;GUACHUCAL;LA VICTORIA;20210611
16952320000;COLOMBIA;NARINO;GUAITARILLA;GUAITARILLA;20210611
16952320001;COLOMBIA;NARINO;GUAITARILLA;AHUMADA;20210611
16952320002;COLOMBIA;NARINO;GUAITARILLA;ALEX;20210611
16952320005;COLOMBIA;NARINO;GUAITARILLA;ESPERANZA;20210611
16952320007;COLOMBIA;NARINO;GUAITARILLA;BUENOS AIRES;20210611
16952320016;COLOMBIA;NARINO;GUAITARILLA;EL ROSAL;20210611
16952323000;COLOMBIA;NARINO;GUALMATAN;GUALMATAN;20210611
16952323001;COLOMBIA;NARINO;GUALMATAN;CUATIS;20210611
16952352000;COLOMBIA;NARINO;ILES;ILES;20210611
16952352001;COLOMBIA;NARINO;ILES;BOLIVAR;20210611
16952352002;COLOMBIA;NARINO;ILES;TABLON BAJO;20210611
16952352003;COLOMBIA;NARINO;ILES;SAN FRANCISCO;20210611
16952352004;COLOMBIA;NARINO;ILES;SAN JAVIER;20210611
16952352005;COLOMBIA;NARINO;ILES;ALTO DEL REY;20210611
16952352006;COLOMBIA;NARINO;ILES;EL CAPULI;20210611
16952352007;COLOMBIA;NARINO;ILES;ISCUAZAN;20210611
16952352008;COLOMBIA;NARINO;ILES;SAN ANTONIO;20210611
16952354000;COLOMBIA;NARINO;IMUES;IMUES;20210611
16952354001;COLOMBIA;NARINO;IMUES;NEIRA;20210611
16952354002;COLOMBIA;NARINO;IMUES;PILCUAN RECIA;20210611
16952354003;COLOMBIA;NARINO;IMUES;VALENCIA;20210611
16952354004;COLOMBIA;NARINO;IMUES;PILCUAN VIEJO(2);20210611
16952354005;COLOMBIA;NARINO;IMUES;SAN BUENAVENTURA;20210611
16952354007;COLOMBIA;NARINO;IMUES;PEDREGAL;20210611
16952354008;COLOMBIA;NARINO;IMUES;EL ALISAL;20210611
16952354009;COLOMBIA;NARINO;IMUES;BETANIA;20210611
16952354010;COLOMBIA;NARINO;IMUES;CUARCHU;20210611
16952354011;COLOMBIA;NARINO;IMUES;CAMUESTES;20210611
16952354012;COLOMBIA;NARINO;IMUES;NEIRA SANTA ANA;20210611
16952356000;COLOMBIA;NARINO;IPIALES;IPIALES;20210611
16952356001;COLOMBIA;NARINO;IPIALES;LA VICTORIA;20210611
16952356002;COLOMBIA;NARINO;IPIALES;LAS LAJAS;20210611
16952356003;COLOMBIA;NARINO;IPIALES;SAN JUAN;20210611
16952356004;COLOMBIA;NARINO;IPIALES;YARAMAL;20210611
16952356005;COLOMBIA;NARINO;IPIALES;LOMAS DE SURAS;20210611
16952356009;COLOMBIA;NARINO;IPIALES;LAS CRUCES;20210611
16952378000;COLOMBIA;NARINO;LA CRUZ;LA CRUZ;20210611
16954003026;COLOMBIA;NORTE DE SANTANDER;ABREGO;LA ESTANCIA;20210611
16954003027;COLOMBIA;NORTE DE SANTANDER;ABREGO;LA TEJA;20210611
16954003028;COLOMBIA;NORTE DE SANTANDER;ABREGO;RIO CALIENTE;20210611
16954051000;COLOMBIA;NORTE DE SANTANDER;ARBOLEDAS;ARBOLEDAS;20210611
16954051002;COLOMBIA;NORTE DE SANTANDER;ARBOLEDAS;CASTRO;20210611
16954051005;COLOMBIA;NORTE DE SANTANDER;ARBOLEDAS;VILLA SUCRE;20210611
16954099000;COLOMBIA;NORTE DE SANTANDER;BOCHALEMA;BOCHALEMA;20210611
16954099001;COLOMBIA;NORTE DE SANTANDER;BOCHALEMA;ESPEJUELOS;20210611
16954099002;COLOMBIA;NORTE DE SANTANDER;BOCHALEMA;LA DONJUANA;20210611
16954099003;COLOMBIA;NORTE DE SANTANDER;BOCHALEMA;MONTERREDONDO;20210611
16954099004;COLOMBIA;NORTE DE SANTANDER;BOCHALEMA;PORTACHUELO;20210611
16954109000;COLOMBIA;NORTE DE SANTANDER;BUCARASICA;BUCARASICA;20210611
16954109002;COLOMBIA;NORTE DE SANTANDER;BUCARASICA;LA CURVA;20210611
16954109003;COLOMBIA;NORTE DE SANTANDER;BUCARASICA;LA SANJUANA;20210611
16954125000;COLOMBIA;NORTE DE SANTANDER;CACOTA;CACOTA;20210611
16954125001;COLOMBIA;NORTE DE SANTANDER;CACOTA;FENICIA;20210611
16954125002;COLOMBIA;NORTE DE SANTANDER;CACOTA;ICOTA;20210611
16954125003;COLOMBIA;NORTE DE SANTANDER;CACOTA;TARGUALA;20210611
16954128000;COLOMBIA;NORTE DE SANTANDER;CACHIRA;CACHIRA;20210611
16954128001;COLOMBIA;NORTE DE SANTANDER;CACHIRA;LA CARRERA;20210611
16954128011;COLOMBIA;NORTE DE SANTANDER;CACHIRA;LOS MANGOS;20210611
16954128015;COLOMBIA;NORTE DE SANTANDER;CACHIRA;EL LLANO;20210611
16954172000;COLOMBIA;NORTE DE SANTANDER;CHINACOTA;CHINACOTA;20210611
16954172001;COLOMBIA;NORTE DE SANTANDER;CHINACOTA;LA NUEVA DONJUANA;20210611
16954172005;COLOMBIA;NORTE DE SANTANDER;CHINACOTA;EL NUEVO DIAMANTE;20210611
16954174000;COLOMBIA;NORTE DE SANTANDER;CHITAGA;CHITAGA;20210611
16954174002;COLOMBIA;NORTE DE SANTANDER;CHITAGA;CHUCARIMA;20210611
16954174005;COLOMBIA;NORTE DE SANTANDER;CHITAGA;LLANO GRANDE;20210611
16954174006;COLOMBIA;NORTE DE SANTANDER;CHITAGA;PRESIDENTE;20210611
16954174007;COLOMBIA;NORTE DE SANTANDER;CHITAGA;TANE;20210611
16954174008;COLOMBIA;NORTE DE SANTANDER;CHITAGA;CARRILLO;20210611
16954206000;COLOMBIA;NORTE DE SANTANDER;CONVENCION;CONVENCION;20210611
16954206001;COLOMBIA;NORTE DE SANTANDER;CONVENCION;BALCONES;20210611
16954206002;COLOMBIA;NORTE DE SANTANDER;CONVENCION;CARTAGENA;20210611
16954206003;COLOMBIA;NORTE DE SANTANDER;CONVENCION;EL HOYO;20210611
16954206004;COLOMBIA;NORTE DE SANTANDER;CONVENCION;EL GUAMAL;20210611
16954206005;COLOMBIA;NORTE DE SANTANDER;CONVENCION;LAS MERCEDES;20210611
16954206007;COLOMBIA;NORTE DE SANTANDER;CONVENCION;MESA RICA;20210611
16954206008;COLOMBIA;NORTE DE SANTANDER;CONVENCION;SOLEDAD;20210611
16954206011;COLOMBIA;NORTE DE SANTANDER;CONVENCION;LA LIBERTAD;20210611
16954206012;COLOMBIA;NORTE DE SANTANDER;CONVENCION;LA VEGA;20210611
16954206013;COLOMBIA;NORTE DE SANTANDER;CONVENCION;PIEDECUESTA;20210611
16954206014;COLOMBIA;NORTE DE SANTANDER;CONVENCION;HONDURAS;20210611
16968264001;COLOMBIA;SANTANDER;ENCINO;CANADA;20210611
16968266000;COLOMBIA;SANTANDER;ENCISO;ENCISO;20210611
16968266002;COLOMBIA;SANTANDER;ENCISO;PENA COLORADA;20210611
16968271000;COLOMBIA;SANTANDER;EL FLORIAN;FLORIAN;20210611
16968271001;COLOMBIA;SANTANDER;EL FLORIAN;LA VENTA;20210611
16968271003;COLOMBIA;SANTANDER;EL FLORIAN;SAN ANTONIO DE LEONES;20210611
16968271007;COLOMBIA;SANTANDER;EL FLORIAN;OTROMUNDO;20210611
16968276000;COLOMBIA;SANTANDER;FLORIDABLANCA;FLORIDABLANCA;20210611
16968276012;COLOMBIA;SANTANDER;FLORIDABLANCA;MONTEARROYO CONDOMINIO;20210611
16968276013;COLOMBIA;SANTANDER;FLORIDABLANCA;RUITOQUE COUNTRY CLUB CONDOMIN;20210611
16968276014;COLOMBIA;SANTANDER;FLORIDABLANCA;VALLE DE RUITOQUE;20210611
16968276015;COLOMBIA;SANTANDER;FLORIDABLANCA;VILLA EDILIA CONDOMINIO;20210611
16968276016;COLOMBIA;SANTANDER;FLORIDABLANCA;VILLA GUADALQUIVIR CONDOMINIO;20210611
16968296000;COLOMBIA;SANTANDER;GALAN;GALAN;20210611
16968298000;COLOMBIA;SANTANDER;GAMBITA;GAMBITA;20210611
16968298002;COLOMBIA;SANTANDER;GAMBITA;LA PALMA;20210611
16968307000;COLOMBIA;SANTANDER;GIRON;GIRON;20210611
16968307002;COLOMBIA;SANTANDER;GIRON;LAS BOCAS;20210611
16968307003;COLOMBIA;SANTANDER;GIRON;MARTA;20210611
16968307007;COLOMBIA;SANTANDER;GIRON;ACAPULCO;20210611
16968318000;COLOMBIA;SANTANDER;GUACA;GUACA;20210611
16968318001;COLOMBIA;SANTANDER;GUACA;BARAYA;20210611
16968320000;COLOMBIA;SANTANDER;GUADALUPE;GUADALUPE;20210611
16968320001;COLOMBIA;SANTANDER;GUADALUPE;LA SIRENA;20210611
16968320003;COLOMBIA;SANTANDER;GUADALUPE;SAN ANTONIO;20210611
16968320005;COLOMBIA;SANTANDER;GUADALUPE;EL TIRANO;20210611
16968322000;COLOMBIA;SANTANDER;GUAPOTA;GUAPOTA;20210611
16968322002;COLOMBIA;SANTANDER;GUAPOTA;LA SIBERIA;20210611
16968324000;COLOMBIA;SANTANDER;GUAVATA;GUAVATA;20210611
16968327000;COLOMBIA;SANTANDER;GUEPSA;GUEPSA;20210611
16968327001;COLOMBIA;SANTANDER;GUEPSA;LA VIRGEN;20210611
16968327004;COLOMBIA;SANTANDER;GUEPSA;LA AURORA;20210611
16968327005;COLOMBIA;SANTANDER;GUEPSA;LA PORTADA;20210611
16968344000;COLOMBIA;SANTANDER;HATO;HATO;20210611
16968368000;COLOMBIA;SANTANDER;JESUS MARIA;JESUS MARIA;20210611
16968368001;COLOMBIA;SANTANDER;JESUS MARIA;AGUA FRIA;20210611
16968368010;COLOMBIA;SANTANDER;JESUS MARIA;LADERAS;20210611
16968368012;COLOMBIA;SANTANDER;JESUS MARIA;ALTO CRUCES;20210611
16968368015;COLOMBIA;SANTANDER;JESUS MARIA;CRISTALES;20210611
16968370000;COLOMBIA;SANTANDER;JORDAN;JORDAN;20210611
16968377000;COLOMBIA;SANTANDER;LA BELLEZA;LA BELLEZA;20210611
16968377001;COLOMBIA;SANTANDER;LA BELLEZA;LA QUITAX;20210611
16968377003;COLOMBIA;SANTANDER;LA BELLEZA;EL RUBI;20210611
16947551013;COLOMBIA;MAGDALENA;PIVIJAY;PLACITAS;20210611
16947551015;COLOMBIA;MAGDALENA;PIVIJAY;SALAMINITA;20210611
16947555000;COLOMBIA;MAGDALENA;PLATO;PLATO;20210611
16947555001;COLOMBIA;MAGDALENA;PLATO;APURE;20210611
16947555002;COLOMBIA;MAGDALENA;PLATO;EL CARMEN DE MAGDALENA;20210611
16947555003;COLOMBIA;MAGDALENA;PLATO;NUEVA GRANADA;20210611
16947555005;COLOMBIA;MAGDALENA;PLATO;ZARATE;20210611
16947555006;COLOMBIA;MAGDALENA;PLATO;AGUAS VIVAS;20210611
16947555007;COLOMBIA;MAGDALENA;PLATO;CIENEGUETA;20210611
16947555008;COLOMBIA;MAGDALENA;PLATO;CERRO GRANDE;20210611
16947555011;COLOMBIA;MAGDALENA;PLATO;SAN JOSE PURGATORIO;20210611
16947555015;COLOMBIA;MAGDALENA;PLATO;DISCIPLINA;20210611
16947555016;COLOMBIA;MAGDALENA;PLATO;LA GLORIA;20210611
16947555017;COLOMBIA;MAGDALENA;PLATO;SAN ANTONIO DEL RIO;20210611
16947555018;COLOMBIA;MAGDALENA;PLATO;BUENA VISTA;20210611
16947555020;COLOMBIA;MAGDALENA;PLATO;LOS POZOS;20210611
16947555021;COLOMBIA;MAGDALENA;PLATO;EL BAJO;20210611
16947570000;COLOMBIA;MAGDALENA;PUEBLOVIEJO;PUEBLOVIEJO;20210611
16947570001;COLOMBIA;MAGDALENA;PUEBLOVIEJO;BOCAS DE ARACATACA;20210611
16947570002;COLOMBIA;MAGDALENA;PUEBLOVIEJO;ISLA DL.ROSARIO;20210611
16947570003;COLOMBIA;MAGDALENA;PUEBLOVIEJO;PALMIRA;20210611
16947570004;COLOMBIA;MAGDALENA;PUEBLOVIEJO;TASAJERAS;20210611
16947570005;COLOMBIA;MAGDALENA;PUEBLOVIEJO;TIERRA NUEVA;20210611
16947570007;COLOMBIA;MAGDALENA;PUEBLOVIEJO;EL TRIUNFO;20210611
16947570008;COLOMBIA;MAGDALENA;PUEBLOVIEJO;ISLA DE CATAQUITA;20210611
16947570009;COLOMBIA;MAGDALENA;PUEBLOVIEJO;NUEVA FRONTERA;20210611
16947570010;COLOMBIA;MAGDALENA;PUEBLOVIEJO;SAN JUAN DE PALOS PRIETOS LA M;20210611
16947605000;COLOMBIA;MAGDALENA;REMOLINO;REMOLINO;20210611
16947605002;COLOMBIA;MAGDALENA;REMOLINO;CORRALVIEJO;20210611
16947605003;COLOMBIA;MAGDALENA;REMOLINO;EL DIVIDIVE;20210611
16947605004;COLOMBIA;MAGDALENA;REMOLINO;SAN RAFAEL DE BUENAVISTA;20210611
16947605005;COLOMBIA;MAGDALENA;REMOLINO;SANTA RITA;20210611
16947605006;COLOMBIA;MAGDALENA;REMOLINO;EL SALAO;20210611
16947605007;COLOMBIA;MAGDALENA;REMOLINO;MARTINETE;20210611
16947605008;COLOMBIA;MAGDALENA;REMOLINO;LAS CASITAS;20210611
16947660000;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;SAN ANGEL;20210611
16947660002;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;CASA DE TABLA;20210611
16947660003;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;CESPEDES;20210611
16947660005;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;FLORES DE MARIA;20210611
16947660007;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;LA HORQUETA;20210611
16947660009;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;LAS MULAS (SAN ROQUE);20210611
16947660011;COLOMBIA;MAGDALENA;SABANAS DE SAN ANGEL;PUEBLITO DE LOS BARRIOS;20210611
16923675000;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;SAN BERNARDO DEL VIENTO;20210611
16923675001;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;JOSE MANUEL;20210611
16923675003;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;PASO NUEVO;20210611
16923675004;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;CANO GRANDE;20210611
16923675005;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;PLAYA DEl VIENT-BRISAS DEL MAR;20210611
16923675007;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;TREMENTINO;20210611
16923675009;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;SAN BLAS-JUNIN;20210611
16923675011;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;SICARA;20210611
16923675012;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;CHIQUI;20210611
16923675013;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;PAJONAL;20210611
16923675014;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;SAN JOSE DE LAS CANAS;20210611
16923675015;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;MIRAMAR;20210611
16923675016;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;BARBASCAL DE ASTURIAS;20210611
16923675017;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;BARCELONA;20210611
16923675018;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;CAMINO REAL;20210611
16923675019;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;EL CASTILO;20210611
16923675020;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;NUEVA ESTRELLA;20210611
16923675021;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;TINAJONES;20210611
16923675022;COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;VILLA CLARA;20210611
16923678000;COLOMBIA;CORDOBA;SAN CARLOS;SAN CARLOS;20210611
16923678001;COLOMBIA;CORDOBA;SAN CARLOS;EL CAMPANO;20210611
16923678002;COLOMBIA;CORDOBA;SAN CARLOS;CARRIZAL;20210611
16923678003;COLOMBIA;CORDOBA;SAN CARLOS;GUACHARACAL;20210611
16923678004;COLOMBIA;CORDOBA;SAN CARLOS;SANTA ROSA;20210611
16923678005;COLOMBIA;CORDOBA;SAN CARLOS;REMEDIO POBRE;20210611
16923678006;COLOMBIA;CORDOBA;SAN CARLOS;CABUYA;20210611
16923678008;COLOMBIA;CORDOBA;SAN CARLOS;CALLEMAR;20210611
16923678009;COLOMBIA;CORDOBA;SAN CARLOS;CIENAGUITA;20210611
16923678010;COLOMBIA;CORDOBA;SAN CARLOS;EL HATO;20210611
16923678011;COLOMBIA;CORDOBA;SAN CARLOS;SAN MIGUEL;20210611
16923678012;COLOMBIA;CORDOBA;SAN CARLOS;EL CHARCO;20210611
16923678013;COLOMBIA;CORDOBA;SAN CARLOS;ARRIBA;20210611
16923678014;COLOMBIA;CORDOBA;SAN CARLOS;ARROYO GRANDE;20210611
16923678015;COLOMBIA;CORDOBA;SAN CARLOS;SAN CARLOS;20210611
16923682000;COLOMBIA;CORDOBA;SAN JOSE DE URE;SAN JOSE DE URE;20210611
16923682001;COLOMBIA;CORDOBA;SAN JOSE DE URE;BATATALITO;20210611
16923682002;COLOMBIA;CORDOBA;SAN JOSE DE URE;BOCAS DE URE;20210611
16923682003;COLOMBIA;CORDOBA;SAN JOSE DE URE;BRAZO IZQUIERDO;20210611
16923682004;COLOMBIA;CORDOBA;SAN JOSE DE URE;FLECHAS;20210611
16923682005;COLOMBIA;CORDOBA;SAN JOSE DE URE;LA DORADA;20210611
16923682006;COLOMBIA;CORDOBA;SAN JOSE DE URE;VERSALLES;20210611
16925899032;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;LA GRANJA SECTOR LOS JAZMINEZ;20210611
16925899033;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;BARROBLANCO;20210611
16925899034;COLOMBIA;CUNDINAMARCA;ZIPAQUIRA;ARGELIA;20210611
16994001000;COLOMBIA;GUAINIA;INIRIDA;INIRIDA;20210611
16994001003;COLOMBIA;GUAINIA;INIRIDA;COCO VIEJO;20210611
16994001009;COLOMBIA;GUAINIA;INIRIDA;CHAGUITA;20210611
16994001010;COLOMBIA;GUAINIA;INIRIDA;COCONUEVO;20210611
16994001011;COLOMBIA;GUAINIA;INIRIDA;BARRANCO TIGRE;20210611
16994001012;COLOMBIA;GUAINIA;INIRIDA;COAYARE;20210611
16994001013;COLOMBIA;GUAINIA;INIRIDA;YURI;20210611
16994343000;COLOMBIA;GUAINIA;BARRANCO MINAS;BARRANCO MINAS;20210611
16994343002;COLOMBIA;GUAINIA;BARRANCO MINAS;ARRECIFAL;20210611
16994343003;COLOMBIA;GUAINIA;BARRANCO MINAS;SAPUARA;20210611
16994663000;COLOMBIA;GUAINIA;MAPIRIPANA;MAPIRIPANA;20210611
16994663001;COLOMBIA;GUAINIA;MAPIRIPANA;PUERTO ZANCUDO;20210611
16994883000;COLOMBIA;GUAINIA;SAN FELIPE;SAN FELIPE;20210611
16994884000;COLOMBIA;GUAINIA;PUERTO COLOMBIA;PUERTO COLOMBIA;20210611
16994884001;COLOMBIA;GUAINIA;PUERTO COLOMBIA;SEJAL (MAHIMACHI);20210611
16994885000;COLOMBIA;GUAINIA;LA GUADALUPE;LA GUADALUPE;20210611
16994886000;COLOMBIA;GUAINIA;CACAHUAL;CACAHUAL;20210611
16994887000;COLOMBIA;GUAINIA;PANA PANA;CAMPO ALEGRE;20210611
16994887001;COLOMBIA;GUAINIA;PANA PANA;BOCAS DE YARI;20210611
16994887002;COLOMBIA;GUAINIA;PANA PANA;VENADO ISANA;20210611
16994888000;COLOMBIA;GUAINIA;MORICHAL;MORICHAL NUEVO;20210611
16995001000;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;SAN JOSE DEL GUAVIARE;20210611
16995001006;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;GUACAMAYAS;20210611
16995001009;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;PUERTO NUEVO;20210611
16995001010;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;PUERTO ARTURO;20210611
16995001011;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;PUERTO OSPINA;20210611
16995001012;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;PUERTO CACHICAMO;20210611
16995001014;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;SAN FRANCISCO;20210611
16995001016;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;CAPRICHO;20210611
16995001017;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;CHARRAS;20210611
16995001019;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;TOMACHIPAN;20210611
16995001020;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;MOCUARE;20210611
16995001023;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;LA CARPA;20210611
16995001024;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;BOQUERON;20210611
16995001026;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;EL LIMON;20210611
16995001027;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;LAS ACACIAS;20210611
16995001028;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;NUEVO TOLIMA;20210611
16995001029;COLOMBIA;GUAVIARE;SAN JOSE DEL GUAVIARE;RESBALON;20210611
16919698031;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;LA PALOMERA;20210611
16919698032;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;LA QUEBRADA;20210611
16919698033;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;LOMITAS ABAJO;20210611
16919698034;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;LOMITAS ARRIBA;20210611
16919698035;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;LOURDES;20210611
16919698037;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;SAN JOSE;20210611
16919698043;COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;BELLAVISTA;20210611
16919701000;COLOMBIA;CAUCA;SANTA ROSA;SANTA ROSA;20210611
16919701001;COLOMBIA;CAUCA;SANTA ROSA;DESCANSE;20210611
16919701002;COLOMBIA;CAUCA;SANTA ROSA;EL CARMELO;20210611
16919701004;COLOMBIA;CAUCA;SANTA ROSA;SANTA CLARA;20210611
16919701005;COLOMBIA;CAUCA;SANTA ROSA;SANTA MARTHA;20210611
16919701006;COLOMBIA;CAUCA;SANTA ROSA;SAN JUAN DE VILLALOBOS;20210611
16919701012;COLOMBIA;CAUCA;SANTA ROSA;SAN JUAN;20210611
16919701013;COLOMBIA;CAUCA;SANTA ROSA;VILLA MOSQUERA;20210611
16919701014;COLOMBIA;CAUCA;SANTA ROSA;CURIACO;20210611
16919701015;COLOMBIA;CAUCA;SANTA ROSA;SECTOR MANDIYACO;20210611
16919743000;COLOMBIA;CAUCA;SILVIA;SILVIA;20210611
16919743001;COLOMBIA;CAUCA;SILVIA;GUAMBIA;20210611
16919743002;COLOMBIA;CAUCA;SILVIA;PITAYO;20210611
16919743003;COLOMBIA;CAUCA;SILVIA;QUICHAYA;20210611
16919743004;COLOMBIA;CAUCA;SILVIA;PUEBLECITO;20210611
16919743005;COLOMBIA;CAUCA;SILVIA;USENDA;20210611
16919743006;COLOMBIA;CAUCA;SILVIA;VALLE NUEVO;20210611
16919743007;COLOMBIA;CAUCA;SILVIA;LA ESTRELLA;20210611
16919743008;COLOMBIA;CAUCA;SILVIA;LA CAMPANA;20210611
